School,Conf,AP Rank,Won,Lost,Tied,srs_off,srs_def,srs,off_ppg,def_ppg,off_pass_ypa,def_pass_ypa,off_rush_ypc,def_rush_ypc,off_ypp,def_ypp,Team Code,year,Power5,ConferenceAbbrev
Colgate,Ind,,3,4,1.0,-11.0,-6.12,-17.12,12.75,15.89,,,,,,,211.0,1963,False,Patriot
Western Michigan,MAC,,2,7,0.0,-7.83,-9.86,-17.69,15.75,19.32,,,,,,,82.0,1963,False,MAC
Dayton,Ind,,1,7,2.0,-8.84,-9.15,-17.99,14.47,15.77,,,,,,,219.0,1963,False,Pioneer
Toledo,MAC,,2,7,0.0,-7.4,-11.8,-19.2,15.0,18.53,,,,,,,81.0,1963,False,MAC
BYU,WAC,,2,8,0.0,-11.05,-9.01,-20.07,11.9,16.58,,,,,,,66.0,1963,False,IND (FBS)
Davidson,Southern,,1,5,2.0,-13.43,-8.21,-21.63,9.2,16.05,,,,,,,218.0,1963,False,Pioneer
Boston University,Ind,,1,6,1.0,-12.92,-9.39,-22.32,9.98,17.82,,,,,,,,1963,,
Pacific,Ind,,2,8,0.0,-11.12,-13.21,-24.33,11.56,23.1,,,,,,,376.0,1963,False,
Lehigh,Ind,,1,8,0.0,-12.84,-16.3,-29.14,10.03,23.09,,,,,,,216.0,1963,False,Patriot
Notre Dame,Ind,3.0,9,1,0.0,14.86,12.47,27.33,40.29,-6.37,,,,,,,70.0,1964,True,IND (FBS)
Michigan,Big Ten,4.0,9,1,0.0,13.08,11.16,24.24,37.69,-4.97,,,,,,,31.0,1964,True,B1G
Alabama,SEC,1.0,10,1,0.0,13.62,8.44,22.06,38.15,-2.37,,,,,,,107.0,1964,True,SEC
Arkansas,SWC,2.0,11,0,0.0,8.26,11.79,20.05,32.63,-7.03,,,,,,,108.0,1964,True,SEC
Texas,SWC,5.0,10,1,0.0,9.3,9.54,18.84,33.04,-4.4,,,,,,,48.0,1964,True,Big 12
Ohio St.,Big Ten,9.0,7,2,0.0,5.6,12.8,18.4,28.7,-6.23,,,,,,,36.0,1964,True,B1G
USC,AAWU,10.0,7,3,0.0,11.59,6.26,17.84,34.83,-0.74,,,,,,,103.0,1964,True,Pac-12
Florida St.,Ind,,9,1,1.0,7.24,9.08,16.32,33.56,-3.17,,,,,,,16.0,1964,True,ACC
Florida,SEC,,7,3,0.0,8.44,7.71,16.15,32.88,-2.54,,,,,,,110.0,1964,True,SEC
Illinois,Big Ten,,6,3,0.0,5.7,10.24,15.94,29.34,-3.25,,,,,,,27.0,1964,True,B1G
Purdue,Big Ten,,6,3,0.0,10.11,5.17,15.29,32.53,1.23,,,,,,,38.0,1964,True,B1G
Nebraska,Big 8,6.0,9,2,0.0,6.09,7.62,13.7,34.5,-1.5,,,,,,,34.0,1964,True,B1G
Utah,WAC,,9,2,0.0,4.07,9.49,13.56,30.1,-4.05,,,,,,,104.0,1964,True,Pac-12
LSU,SEC,7.0,8,2,1.0,2.26,10.99,13.25,24.44,-5.56,,,,,,,113.0,1964,True,SEC
Michigan St.,Big Ten,,4,5,0.0,5.66,7.42,13.09,29.07,-0.93,,,,,,,32.0,1964,True,B1G
Penn State,Ind,,6,4,0.0,5.73,7.03,12.77,30.44,-1.02,,,,,,,37.0,1964,True,B1G
Minnesota,Big Ten,,5,4,0.0,5.28,7.28,12.55,27.46,-1.49,,,,,,,33.0,1964,True,B1G
Oregon St.,AAWU,8.0,8,3,0.0,2.89,8.46,11.35,25.56,-2.36,,,,,,,100.0,1964,True,Pac-12
Washington,AAWU,,6,4,0.0,2.57,8.67,11.24,24.9,-3.32,,,,,,,105.0,1964,True,Pac-12
Oregon,AAWU,,7,2,1.0,5.3,5.81,11.1,28.94,-0.91,,,,,,,99.0,1964,True,Pac-12
Syracuse,Ind,,7,4,0.0,9.52,1.43,10.95,35.36,4.09,,,,,,,23.0,1964,True,ACC
Georgia Tech,Ind,,7,3,0.0,3.16,7.72,10.88,25.71,-1.85,,,,,,,17.0,1964,True,ACC
Georgia,SEC,,7,3,1.0,1.93,8.86,10.79,25.45,-3.08,,,,,,,111.0,1964,True,SEC
Missouri,Big 8,,6,3,1.0,2.45,7.84,10.29,25.96,-2.62,,,,,,,115.0,1964,True,SEC
Stanford,AAWU,,5,5,0.0,4.64,5.49,10.13,27.77,0.37,,,,,,,101.0,1964,True,Pac-12
Tulsa,MVC,,9,2,0.0,9.69,0.23,9.92,43.84,5.65,,,,,,,12.0,1964,False,AAC
Oklahoma,Big 8,,6,4,1.0,6.82,2.19,9.01,32.29,3.23,,,,,,,45.0,1964,True,Big 12
Wyoming,WAC,,6,2,2.0,5.4,3.41,8.81,27.36,1.81,,,,,,,94.0,1964,False,MWC
Iowa,Big Ten,,3,6,0.0,11.36,-2.77,8.59,34.31,8.11,,,,,,,29.0,1964,True,B1G
Ole Miss,SEC,,5,5,1.0,5.18,3.38,8.56,31.24,0.63,,,,,,,116.0,1964,True,SEC
Auburn,SEC,,6,4,0.0,0.12,7.97,8.09,23.95,-2.34,,,,,,,109.0,1964,True,SEC
Rice,SWC,,4,5,1.0,1.3,6.05,7.35,25.28,-0.19,,,,,,,59.0,1964,False,C-USA
Arizona St.,WAC,,8,2,0.0,7.45,-0.21,7.24,30.83,5.77,,,,,,,96.0,1964,True,Pac-12
Princeton,Ivy,,9,0,0.0,2.0,5.19,7.2,29.55,-0.22,,,,,,,171.0,1964,False,Ivy
Arizona,WAC,,6,3,1.0,-0.66,7.83,7.18,23.72,-1.86,,,,,,,95.0,1964,True,Pac-12
Texas Tech,SWC,,6,4,1.0,1.03,6.1,7.13,26.39,-0.17,,,,,,,49.0,1964,True,Big 12
Baylor,SWC,,5,5,0.0,7.96,-0.83,7.12,30.5,6.45,,,,,,,41.0,1964,True,Big 12
Miami (FL),Ind,,4,5,1.0,3.91,2.98,6.89,27.55,1.94,,,,,,,19.0,1964,True,ACC
California,AAWU,,3,7,0.0,6.88,-0.03,6.86,30.07,5.37,,,,,,,97.0,1964,True,Pac-12
Mississippi St.,SEC,,4,6,0.0,4.9,1.59,6.49,29.81,2.56,,,,,,,114.0,1964,True,SEC
Indiana,Big Ten,,2,7,0.0,7.98,-1.81,6.17,31.65,7.23,,,,,,,28.0,1964,True,B1G
Cincinnati,MVC,,8,2,0.0,3.32,2.59,5.91,27.12,2.26,,,,,,,2.0,1964,False,AAC
North Carolina,ACC,,5,5,0.0,5.2,0.59,5.78,28.74,4.6,,,,,,,21.0,1964,True,ACC
Pittsburgh,Ind,,3,5,2.0,2.43,3.29,5.72,26.36,2.27,,,,,,,22.0,1964,True,ACC
Air Force,Ind,,4,5,1.0,1.7,3.9,5.6,24.85,2.48,,,,,,,83.0,1964,False,MWC
Utah St.,Ind,,5,4,1.0,5.23,0.36,5.59,37.63,5.81,,,,,,,93.0,1964,False,MWC
Kansas,Big 8,,6,4,0.0,2.25,3.15,5.4,25.19,2.99,,,,,,,43.0,1964,True,Big 12
Northwestern,Big Ten,,3,6,0.0,3.03,2.31,5.35,25.0,4.3,,,,,,,35.0,1964,True,B1G
New Mexico,WAC,,9,2,0.0,0.88,4.31,5.2,23.72,1.38,,,,,,,89.0,1964,False,MWC
Maryland,ACC,,5,5,0.0,1.97,2.99,4.96,25.36,2.26,,,,,,,30.0,1964,True,B1G
UCLA,AAWU,,4,6,0.0,6.25,-1.42,4.83,29.45,8.31,,,,,,,102.0,1964,True,Pac-12
Bowling Green,MAC,,9,1,0.0,4.65,-0.11,4.55,30.75,7.21,,,,,,,73.0,1964,False,MAC
Oklahoma St.,Big 8,,4,6,0.0,6.0,-1.58,4.42,28.84,7.02,,,,,,,46.0,1964,True,Big 12
Navy,Ind,,3,6,1.0,3.07,1.25,4.32,27.26,5.61,,,,,,,7.0,1964,False,AAC
Villanova,Ind,,6,2,0.0,0.41,3.9,4.3,27.94,1.58,,,,,,,162.0,1964,False,CAA
Kentucky,SEC,,5,5,0.0,5.66,-2.03,3.63,28.76,9.22,,,,,,,112.0,1964,True,SEC
Tennessee,SEC,,4,5,1.0,-1.59,5.02,3.42,21.14,1.12,,,,,,,118.0,1964,True,SEC
Boston College,Ind,,6,3,0.0,0.8,2.44,3.25,23.46,2.31,,,,,,,13.0,1964,True,ACC
Wisconsin,Big Ten,,3,6,0.0,2.67,0.22,2.89,25.58,6.83,,,,,,,40.0,1964,True,B1G
Duke,ACC,,4,5,1.0,-0.58,2.37,1.79,24.24,4.21,,,,,,,15.0,1964,True,ACC
Vanderbilt,SEC,,3,6,1.0,-3.1,4.71,1.61,20.25,0.53,,,,,,,120.0,1964,True,SEC
TCU,SWC,,4,6,0.0,0.68,0.83,1.51,23.43,5.2,,,,,,,47.0,1964,True,Big 12
Idaho,Ind,,4,6,0.0,-0.63,1.89,1.26,23.44,2.71,,,,,,,133.0,1964,False,Big Sky
Tulane,SEC,,3,7,0.0,-2.44,3.52,1.09,21.78,2.69,,,,,,,11.0,1964,False,AAC
Army,Ind,,4,6,0.0,-0.88,1.64,0.76,22.56,3.69,,,,,,,65.0,1964,False,IND (FBS)
Texas A&M,SWC,,1,9,0.0,-0.74,1.06,0.32,23.25,3.8,,,,,,,119.0,1964,True,SEC
Colorado,Big 8,,2,8,0.0,-0.19,0.45,0.27,22.94,3.86,,,,,,,98.0,1964,True,Pac-12
Virginia Tech,Southern,,6,4,0.0,3.95,-3.69,0.26,28.11,9.41,,,,,,,25.0,1964,True,ACC
Wake Forest,ACC,,5,5,0.0,3.11,-3.54,-0.44,26.32,9.41,,,,,,,26.0,1964,True,ACC
Miami (OH),MAC,,6,3,1.0,3.38,-3.85,-0.48,26.45,9.68,,,,,,,78.0,1964,False,MAC
Houston,Ind,,2,6,1.0,0.49,-1.18,-0.69,25.14,5.74,,,,,,,5.0,1964,False,AAC
NC State,ACC,,5,5,0.0,0.01,-1.0,-0.99,21.81,7.72,,,,,,,20.0,1964,True,ACC
Memphis,Ind,,5,4,0.0,-2.36,1.22,-1.14,22.93,3.57,,,,,,,6.0,1964,False,AAC
Kansas St.,Big 8,,3,7,0.0,-4.25,2.74,-1.5,18.09,6.88,,,,,,,44.0,1964,True,Big 12
West Virginia,Southern,,7,4,0.0,1.37,-3.02,-1.65,23.22,9.27,,,,,,,50.0,1964,True,Big 12
Southern Miss,Ind,,6,3,0.0,-1.47,-0.73,-2.2,23.18,9.38,,,,,,,60.0,1964,False,C-USA
Clemson,ACC,,3,7,0.0,-4.99,2.77,-2.22,18.9,5.15,,,,,,,14.0,1964,True,ACC
Dartmouth,Ivy,,6,3,0.0,2.12,-4.35,-2.23,30.35,10.03,,,,,,,168.0,1964,False,Ivy
Colgate,Ind,,7,2,0.0,-6.72,4.39,-2.33,17.91,0.93,,,,,,,211.0,1964,False,Patriot
South Carolina,ACC,,3,5,2.0,-1.79,-0.95,-2.74,20.86,7.42,,,,,,,117.0,1964,True,SEC
Washington St.,AAWU,,3,6,1.0,2.93,-5.91,-2.99,28.19,12.34,,,,,,,106.0,1964,True,Pac-12
SMU,SWC,,1,9,0.0,-4.51,1.34,-3.17,19.46,5.7,,,,,,,8.0,1964,False,AAC
Cornell,Ivy,,3,5,1.0,2.22,-5.86,-3.64,28.68,8.76,,,,,,,167.0,1964,False,Ivy
George Washington,Southern,,5,4,0.0,-1.64,-2.12,-3.76,21.66,8.35,,,,,,,,1964,,
Ohio,MAC,,5,4,1.0,-5.63,1.45,-4.19,15.79,4.56,,,,,,,80.0,1964,False,MAC
Iowa St.,Big 8,,1,8,1.0,-5.23,0.82,-4.41,18.49,5.7,,,,,,,42.0,1964,True,Big 12
Yale,Ivy,,6,2,1.0,-0.73,-3.71,-4.44,25.08,8.23,,,,,,,172.0,1964,False,Ivy
Virginia,ACC,,5,5,0.0,2.04,-6.71,-4.67,23.78,13.48,,,,,,,24.0,1964,True,ACC
BYU,WAC,,3,6,1.0,1.99,-6.74,-4.75,25.31,13.61,,,,,,,66.0,1964,False,IND (FBS)
Harvard,Ivy,,6,3,0.0,-5.39,-0.09,-5.49,18.96,7.05,,,,,,,169.0,1964,False,Ivy
Wichita State,MVC,,4,6,0.0,-3.93,-2.61,-6.54,18.97,9.04,,,,,,,,1964,,
New Mexico State,Ind,,6,4,0.0,-6.35,-0.48,-6.83,17.24,12.4,,,,,,,69.0,1964,False,IND (FBS)
Marshall,MAC,,7,3,0.0,-7.37,0.52,-6.85,15.05,6.22,,,,,,,55.0,1964,False,C-USA
Brown,Ivy,,5,4,0.0,-5.44,-1.64,-7.09,17.54,6.22,,,,,,,165.0,1964,False,Ivy
Detroit Mercy,Ind,,3,7,0.0,-4.85,-2.32,-7.16,19.09,8.13,,,,,,,,1964,,
Colorado St.,Ind,,5,6,0.0,-5.82,-1.61,-7.42,16.64,9.82,,,,,,,85.0,1964,False,MWC
Buffalo,Ind,,4,4,1.0,-3.89,-4.51,-8.4,22.36,8.43,,,,,,,74.0,1964,False,MAC
San Jose St.,Ind,,4,6,0.0,-3.89,-4.7,-8.58,17.92,9.71,,,,,,,91.0,1964,False,MWC
Holy Cross,Ind,,5,5,0.0,-5.18,-4.28,-9.46,19.4,10.29,,,,,,,214.0,1964,False,Patriot
Rutgers,Ind,,6,3,0.0,-3.64,-6.37,-10.01,17.92,11.69,,,,,,,39.0,1964,True,B1G
Columbia,Ivy,,2,6,1.0,-0.8,-9.61,-10.4,23.32,14.76,,,,,,,166.0,1964,False,Ivy
Xavier,Ind,,4,5,1.0,-2.8,-8.55,-11.35,20.13,15.33,,,,,,,,1964,,
Citadel,Southern,,4,6,0.0,-9.92,-1.98,-11.9,14.77,9.67,,,,,,,228.0,1964,False,SoCon
William & Mary,Southern,,4,6,0.0,-5.44,-6.67,-12.11,17.41,13.29,,,,,,,163.0,1964,False,CAA
Kent State,MAC,,3,5,1.0,-9.45,-2.69,-12.14,12.77,9.74,,,,,,,77.0,1964,False,MAC
West Texas A&M,Ind,,4,6,0.0,-5.79,-7.08,-12.87,17.05,18.89,,,,,,,416.0,1964,False,
UTEP,Ind,,0,8,2.0,-7.7,-5.58,-13.28,14.49,14.47,,,,,,,62.0,1964,False,C-USA
North Texas,MVC,,2,7,1.0,-10.24,-3.67,-13.92,10.98,11.16,,,,,,,57.0,1964,False,C-USA
Toledo,MAC,,2,8,0.0,-3.84,-10.2,-14.04,19.25,14.94,,,,,,,81.0,1964,False,MAC
Dayton,Ind,,3,7,0.0,-7.29,-6.9,-14.19,17.36,14.31,,,,,,,219.0,1964,False,Pioneer
Western Michigan,MAC,,3,6,0.0,-9.39,-7.43,-16.82,12.51,16.53,,,,,,,82.0,1964,False,MAC
VMI,Southern,,1,9,0.0,-7.63,-10.84,-18.47,16.86,15.01,,,,,,,233.0,1964,False,SoCon
Richmond,Southern,,3,7,0.0,-5.73,-13.92,-19.65,16.88,20.06,,,,,,,159.0,1964,False,CAA
Louisville,MVC,,1,9,0.0,-11.54,-9.34,-20.88,11.38,18.29,,,,,,,18.0,1964,True,ACC
Penn,Ivy,,1,8,0.0,-13.51,-8.17,-21.68,10.16,17.57,,,,,,,170.0,1964,False,Ivy
Furman,Southern,,3,7,0.0,-8.86,-13.39,-22.25,13.08,20.44,,,,,,,230.0,1964,False,SoCon
Davidson,Southern,,3,6,0.0,-13.78,-9.75,-23.52,8.4,17.58,,,,,,,218.0,1964,False,Pioneer
Boston University,Ind,,2,7,0.0,-12.43,-11.59,-24.02,11.48,19.6,,,,,,,,1964,,
Pacific,Ind,,1,9,0.0,-13.99,-12.45,-26.44,9.46,26.79,,,,,,,376.0,1964,False,
Lehigh,Ind,,1,7,1.0,-15.54,-11.6,-27.14,7.35,25.27,,,,,,,216.0,1964,False,Patriot
Michigan St.,Big Ten,2.0,10,1,0.0,10.93,15.81,26.75,40.2,-10.86,,,,,,,32.0,1965,True,B1G
Alabama,SEC,1.0,9,1,1.0,13.43,10.96,24.39,38.75,-5.52,,,,,,,107.0,1965,True,SEC
Notre Dame,Ind,9.0,7,2,1.0,10.54,13.32,23.87,42.31,-7.56,,,,,,,70.0,1965,True,IND (FBS)
Tennessee,SEC,7.0,8,1,2.0,9.33,13.04,22.37,35.29,-7.19,,,,,,,118.0,1965,True,SEC
Arkansas,SWC,3.0,10,1,0.0,12.91,9.33,22.24,41.77,-2.73,,,,,,,108.0,1965,True,SEC
UCLA,AAWU,4.0,8,2,1.0,14.07,7.04,21.11,41.69,-1.58,,,,,,,102.0,1965,True,Pac-12
USC,AAWU,10.0,7,2,1.0,8.66,11.99,20.65,38.38,-5.84,,,,,,,103.0,1965,True,Pac-12
Nebraska,Big 8,5.0,10,1,0.0,12.99,4.57,17.55,43.13,2.77,,,,,,,34.0,1965,True,B1G
Ole Miss,SEC,,7,4,0.0,6.24,11.17,17.41,31.44,-5.61,,,,,,,116.0,1965,True,SEC
Purdue,Big Ten,,7,2,1.0,9.05,8.08,17.13,37.26,-2.92,,,,,,,38.0,1965,True,B1G
Florida,SEC,,7,4,0.0,10.68,6.18,16.86,37.6,-0.68,,,,,,,110.0,1965,True,SEC
LSU,SEC,8.0,8,3,0.0,9.36,7.01,16.37,39.27,-0.4,,,,,,,113.0,1965,True,SEC
Illinois,Big Ten,,6,4,0.0,7.68,8.38,16.05,38.3,-2.33,,,,,,,27.0,1965,True,B1G
Missouri,Big 8,6.0,8,2,1.0,6.26,9.73,15.99,32.02,-3.59,,,,,,,115.0,1965,True,SEC
Kentucky,SEC,,6,4,0.0,9.66,5.27,14.92,35.94,0.68,,,,,,,112.0,1965,True,SEC
Georgia Tech,Ind,,7,3,1.0,11.26,3.04,14.3,37.0,3.61,,,,,,,17.0,1965,True,ACC
Miami (FL),Ind,,5,4,1.0,7.76,6.35,14.1,33.23,-1.34,,,,,,,19.0,1965,True,ACC
Georgia,SEC,,6,4,0.0,8.33,5.46,13.79,34.24,0.77,,,,,,,111.0,1965,True,SEC
Ohio St.,Big Ten,,7,2,0.0,4.91,8.17,13.08,30.61,-1.95,,,,,,,36.0,1965,True,B1G
Texas,SWC,,6,4,0.0,9.4,2.55,11.95,35.59,3.64,,,,,,,48.0,1965,True,Big 12
Michigan,Big Ten,,4,6,0.0,7.6,3.9,11.5,33.78,0.48,,,,,,,31.0,1965,True,B1G
Auburn,SEC,,5,5,1.0,5.39,5.74,11.13,31.3,0.87,,,,,,,109.0,1965,True,SEC
Minnesota,Big Ten,,5,4,1.0,7.3,3.79,11.08,33.39,2.65,,,,,,,33.0,1965,True,B1G
Texas Tech,SWC,,8,3,0.0,11.7,-0.66,11.04,37.9,7.87,,,,,,,49.0,1965,True,Big 12
Syracuse,Ind,,7,3,0.0,6.94,3.74,10.68,34.51,1.94,,,,,,,23.0,1965,True,ACC
Washington,AAWU,,5,5,0.0,8.94,0.72,9.66,35.44,5.51,,,,,,,105.0,1965,True,Pac-12
Penn State,Ind,,5,5,0.0,5.66,3.78,9.44,32.41,0.77,,,,,,,37.0,1965,True,B1G
TCU,SWC,,6,5,0.0,2.64,6.4,9.04,27.88,-0.8,,,,,,,47.0,1965,True,Big 12
Tulsa,MVC,,8,3,0.0,7.34,1.53,8.87,37.51,4.61,,,,,,,12.0,1965,False,AAC
California,AAWU,,5,5,0.0,1.14,7.43,8.58,27.22,3.35,,,,,,,97.0,1965,True,Pac-12
Florida St.,Ind,,4,5,1.0,0.57,7.82,8.38,26.78,-1.91,,,,,,,16.0,1965,True,ACC
Duke,ACC,,6,4,0.0,5.71,2.59,8.3,32.23,3.6,,,,,,,15.0,1965,True,ACC
SMU,SWC,,4,5,1.0,1.59,6.51,8.1,27.34,0.55,,,,,,,8.0,1965,False,AAC
Stanford,AAWU,,6,3,1.0,2.96,4.97,7.93,26.85,2.24,,,,,,,101.0,1965,True,Pac-12
Baylor,SWC,,5,5,0.0,3.7,3.84,7.54,29.76,2.72,,,,,,,41.0,1965,True,Big 12
Mississippi St.,SEC,,4,6,0.0,5.72,1.57,7.29,34.17,4.09,,,,,,,114.0,1965,True,SEC
NC State,ACC,,6,4,0.0,0.38,6.27,6.65,25.38,0.18,,,,,,,20.0,1965,True,ACC
Northwestern,Big Ten,,4,6,0.0,3.3,3.17,6.47,29.47,4.78,,,,,,,35.0,1965,True,B1G
Houston,Ind,,4,5,1.0,3.21,3.21,6.41,30.4,4.76,,,,,,,5.0,1965,False,AAC
Dartmouth,Ivy,,9,0,0.0,4.15,2.08,6.23,35.07,4.02,,,,,,,168.0,1965,False,Ivy
Navy,Ind,,4,4,2.0,-1.47,7.18,5.7,25.15,-0.49,,,,,,,7.0,1965,False,AAC
UTEP,Ind,,8,3,0.0,9.3,-3.73,5.57,35.61,10.87,,,,,,,62.0,1965,False,C-USA
Princeton,Ivy,,8,1,0.0,6.94,-1.64,5.3,37.47,7.63,,,,,,,171.0,1965,False,Ivy
Utah St.,Ind,,8,2,0.0,5.53,-0.22,5.3,32.78,6.29,,,,,,,93.0,1965,False,MWC
Wyoming,WAC,,6,4,0.0,2.66,2.04,4.71,29.19,8.24,,,,,,,94.0,1965,False,MWC
Clemson,ACC,,5,5,0.0,-1.14,5.3,4.16,23.84,1.67,,,,,,,14.0,1965,True,ACC
Oregon St.,AAWU,,5,5,0.0,1.73,2.42,4.16,25.92,2.79,,,,,,,100.0,1965,True,Pac-12
Colorado,Big 8,,6,2,2.0,-0.6,4.68,4.08,24.84,2.24,,,,,,,98.0,1965,True,Pac-12
South Carolina,ACC,,5,5,0.0,2.96,1.02,3.98,29.05,5.57,,,,,,,117.0,1965,True,SEC
Memphis,Ind,,5,5,0.0,4.38,-0.62,3.76,30.87,5.82,,,,,,,6.0,1965,False,AAC
Washington St.,AAWU,,7,3,0.0,-1.13,4.79,3.66,23.32,1.44,,,,,,,106.0,1965,True,Pac-12
Miami (OH),MAC,,7,3,0.0,4.9,-1.34,3.56,32.17,9.79,,,,,,,78.0,1965,False,MAC
Texas A&M,SWC,,3,7,0.0,-3.07,6.51,3.44,21.59,0.48,,,,,,,119.0,1965,True,SEC
North Carolina,ACC,,4,6,0.0,3.95,-0.69,3.26,28.98,6.71,,,,,,,21.0,1965,True,ACC
Vanderbilt,SEC,,2,7,1.0,-2.0,5.05,3.05,23.87,3.26,,,,,,,120.0,1965,True,SEC
East Carolina,Southern,,9,1,0.0,2.01,-0.45,1.56,31.43,7.48,,,,,,,4.0,1965,False,AAC
Air Force,Ind,,3,6,1.0,0.34,1.11,1.44,27.14,5.09,,,,,,,83.0,1965,False,MWC
Boston College,Ind,,6,4,0.0,-0.52,1.76,1.23,28.28,5.06,,,,,,,13.0,1965,True,ACC
Oklahoma St.,Big 8,,3,7,0.0,0.06,1.04,1.1,24.26,3.94,,,,,,,46.0,1965,True,Big 12
Oregon,AAWU,,4,5,1.0,2.49,-1.62,0.87,27.21,7.62,,,,,,,99.0,1965,True,Pac-12
Pittsburgh,Ind,,3,7,0.0,6.14,-5.59,0.54,31.88,15.62,,,,,,,22.0,1965,True,ACC
Army,Ind,,4,5,1.0,-1.43,1.94,0.52,24.27,3.48,,,,,,,65.0,1965,False,IND (FBS)
Iowa,Big Ten,,1,9,0.0,-1.74,2.04,0.3,24.23,6.2,,,,,,,29.0,1965,True,B1G
Tulane,SEC,,2,8,0.0,-2.64,2.6,-0.04,23.33,9.77,,,,,,,11.0,1965,False,AAC
Southern Miss,Ind,,7,2,0.0,-5.74,5.63,-0.11,18.55,0.64,,,,,,,60.0,1965,False,C-USA
Iowa St.,Big 8,,5,4,1.0,-0.4,-0.03,-0.43,25.04,8.28,,,,,,,42.0,1965,True,Big 12
BYU,WAC,,6,4,0.0,2.56,-3.06,-0.5,28.85,10.41,,,,,,,66.0,1965,False,IND (FBS)
Virginia,ACC,,4,6,0.0,-0.02,-0.6,-0.62,26.8,7.52,,,,,,,24.0,1965,True,ACC
West Virginia,Southern,,6,4,0.0,6.81,-7.43,-0.63,35.99,17.36,,,,,,,50.0,1965,True,Big 12
Indiana,Big Ten,,2,8,0.0,2.51,-3.28,-0.77,27.96,8.51,,,,,,,28.0,1965,True,B1G
Virginia Tech,Ind,,7,3,0.0,-0.4,-0.56,-0.96,24.1,6.6,,,,,,,25.0,1965,True,ACC
New Mexico State,Ind,,8,2,0.0,-0.06,-0.91,-0.98,25.76,9.84,,,,,,,69.0,1965,False,IND (FBS)
Wisconsin,Big Ten,,2,7,1.0,-1.75,0.63,-1.11,24.05,12.51,,,,,,,40.0,1965,True,B1G
Maryland,ACC,,4,6,0.0,-0.77,-0.54,-1.31,24.71,6.87,,,,,,,30.0,1965,True,B1G
Oklahoma,Big 8,,3,7,0.0,-4.21,2.67,-1.54,20.84,3.76,,,,,,,45.0,1965,True,Big 12
Idaho,Ind,,5,5,0.0,-2.57,0.59,-1.97,26.26,5.65,,,,,,,133.0,1965,False,Big Sky
Arizona St.,WAC,,6,4,0.0,-3.44,1.19,-2.26,20.66,5.94,,,,,,,96.0,1965,True,Pac-12
Xavier,Ind,,8,2,0.0,2.03,-5.06,-3.03,26.98,11.46,,,,,,,,1965,,
Kent State,MAC,,5,4,1.0,-3.7,0.41,-3.29,21.06,6.3,,,,,,,77.0,1965,False,MAC
Rice,SWC,,2,8,0.0,0.13,-3.67,-3.53,25.7,10.55,,,,,,,59.0,1965,False,C-USA
Utah,WAC,,3,7,0.0,-2.52,-1.26,-3.78,24.18,6.72,,,,,,,104.0,1965,True,Pac-12
Louisville,MVC,,6,4,0.0,0.45,-4.41,-3.96,26.69,11.39,,,,,,,18.0,1965,True,ACC
Harvard,Ivy,,5,2,2.0,-8.9,4.53,-4.37,17.97,1.12,,,,,,,169.0,1965,False,Ivy
William & Mary,Southern,,6,4,0.0,0.49,-4.85,-4.37,26.57,11.37,,,,,,,163.0,1965,False,CAA
West Texas A&M,Ind,,6,4,0.0,-3.84,-0.74,-4.58,22.22,7.85,,,,,,,416.0,1965,False,
Wake Forest,ACC,,3,7,0.0,-3.66,-1.12,-4.78,21.52,10.17,,,,,,,26.0,1965,True,ACC
Cornell,Ivy,,4,3,2.0,-0.7,-4.54,-5.24,26.34,10.09,,,,,,,167.0,1965,False,Ivy
Bowling Green,MAC,,7,2,0.0,-4.6,-0.66,-5.26,19.47,9.43,,,,,,,73.0,1965,False,MAC
Quantico Marines,Ind,,6,4,0.0,-5.58,-0.64,-6.22,21.1,7.52,,,,,,,,1965,,
Colorado St.,Ind,,4,6,0.0,4.48,-10.72,-6.24,32.89,16.79,,,,,,,85.0,1965,False,MWC
George Washington,Southern,,5,5,0.0,-2.41,-3.87,-6.28,22.84,9.19,,,,,,,,1965,,
Kansas,Big 8,,2,8,0.0,-3.13,-3.54,-6.68,22.84,11.66,,,,,,,43.0,1965,True,Big 12
Western Michigan,MAC,,6,2,1.0,-4.25,-2.81,-7.06,19.12,10.34,,,,,,,82.0,1965,False,MAC
Cincinnati,MVC,,5,5,0.0,-5.87,-1.45,-7.31,21.09,10.38,,,,,,,2.0,1965,False,AAC
Toledo,MAC,,5,5,0.0,-8.66,1.08,-7.59,15.65,5.81,,,,,,,81.0,1965,False,MAC
San Jose St.,Ind,,5,5,0.0,-1.58,-6.57,-8.14,24.13,14.29,,,,,,,91.0,1965,False,MWC
Colgate,Ind,,6,3,1.0,-8.61,-0.38,-8.99,18.42,7.47,,,,,,,211.0,1965,False,Patriot
Buffalo,Ind,,5,3,2.0,-8.31,-0.85,-9.16,16.8,7.61,,,,,,,74.0,1965,False,MAC
Marshall,MAC,,5,5,0.0,-3.88,-6.01,-9.89,20.61,13.1,,,,,,,55.0,1965,False,C-USA
North Texas,MVC,,3,7,0.0,0.44,-10.71,-10.27,25.31,20.76,,,,,,,57.0,1965,False,C-USA
New Mexico,WAC,,3,7,0.0,-4.83,-5.57,-10.4,19.34,13.11,,,,,,,89.0,1965,False,MWC
Arizona,WAC,,3,7,0.0,-9.88,-1.06,-10.94,15.51,8.4,,,,,,,95.0,1965,True,Pac-12
