"Player","unique_id","position","Date","G","School","Team Code","Loc","Opponent","Team Code opp","WL","Pass Comp","Pass Att","Pass Pct","Pass Yard","Pass TD","Pass Int","QBR","Rush Att","Rush Yard","Rush Avg","Rush TD","Rec","Rec Yards","Rec Avg","Rec TD","Tackle Solo","Tackle Assist","Tackle Tot","Tackle for Loss","Sack","Int Ret","Int Ret Yds","Int TD","Pass Broken Up","FR","FR Yds","FR TD","Fumble Forced","XP Made","XP Att","XP %","FG Made","FG Att","FG %","Pts","Kick Ret","Kick Ret Yds","Kick Ret Avg","Kick Ret TD","Punt Ret","Punt Ret Yds","Punt Ret Avg","Punt Ret TD"
"Franklin Payne","franklin-payne-1","['WR']","2004-10-02",5,"Illinois",27,"@","Wisconsin",40,"L",,,,,,,,,,,,2,18,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ryan Pearson","ryan-pearson-1","['WR']","2004-10-02",5,"TCU",47,"@","Army",65,"W",,,,,,,,,,,,1,18,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tony Pennyman","tony-pennyman-1","['WR']","2004-10-02",5,"Utah St.",93,"@","Troy",129,"L",,,,,,,,2,8,4,0,3,48,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Will Peoples","will-peoples-1","[]","2004-10-02",4,"Oklahoma",45,,"Texas Tech",49,"W",,,,,,,,,,,,1,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Anthony Perine","anthony-perine-1","['WR']","2004-10-02",3,"Southern Miss",60,"@","South Florida",9,"W",,,,,,,,,,,,1,15,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dyante Perkins","dyante-perkins-1","[]","2004-10-02",5,"UNLV",92,,"Nevada",88,"W",,,,,,,,8,6,0.8,2,1,7,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tab Perry","tab-perry-1","[]","2004-10-02",4,"UCLA",102,,"San Diego St.",90,"W",,,,,,,,,,,,3,34,11.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Blake Pettit","blake-pettit-1","[]","2004-10-02",5,"Mississippi St.",114,"@","Vanderbilt",120,"L",,,,,,,,,,,,1,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Johnny Peyton","johnny-peyton-1","['WR']","2004-10-02",4,"South Florida",9,,"Southern Miss",60,"L",,,,,,,,,,,,4,55,13.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Justin Phillips","justin-phillips-1","['TE']","2004-10-02",5,"North Carolina",21,"@","Florida St.",16,"L",,,,,,,,,,,,1,12,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mark Philmore","mark-philmore-1","['WR']","2004-10-02",5,"Northwestern",35,,"Ohio St.",36,"W",,,,,,,,,,,,11,134,12.2,1,,,,,,,,,,,,,,,,,,,,,,,,,2,23,11.5,0
"Matt Pierce","matt-pierce-1","[]","2004-10-02",5,"Ole Miss",116,,"Arkansas St.",122,"W",,,,,,,,,,,,1,13,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ross Pilkington","ross-pilkington-1","[]","2004-10-02",4,"Nebraska",34,,"Kansas",43,"W",,,,,,,,,,,,8,113,14.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Michael Pitre","michael-pitre-1","['RB']","2004-10-02",4,"UCLA",102,,"San Diego St.",90,"W",,,,,,,,1,0,0,0,1,47,47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dennis Pitta","dennis-pitta-1","['TE']","2004-10-02",5,"BYU",66,"@","Colorado St.",85,"W",,,,,,,,,,,,1,20,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dustin Pleasant","dustin-pleasant-1","[]","2004-10-02",4,"Wyoming",94,,"UL Monroe",130,"W",,,,,,,,1,14,14,0,7,59,8.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bill Poland","bill-poland-1","['WR']","2004-10-02",5,"Cincinnati",2,,"UAB",61,"L",,,,,,,,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Antoine Polite","antoine-polite-1","[]","2004-10-02",4,"Kansas St.",44,"@","Texas A&M",119,"L",,,,,,,,,,,,3,24,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jarwarski Pollock","jarwarski-pollock-1","['WR']","2004-10-02",5,"North Carolina",21,"@","Florida St.",16,"L",,,,,,,,,,,,8,100,12.5,1,,,,,,,,,,,,,,,,,,,,,,,,,3,32,10.7,0
"Dedrick Poole","dedrick-poole-1","['RB']","2004-10-02",5,"Arkansas",108,"@","Florida",110,"L",,,,,,,,,,,,1,-5,-5,0,,,,,,,,,,,,,,,,,,,,,1,18,18,0,,,,
"P.J. Pope","pj-pope-1","['RB']","2004-10-02",4,"Bowling Green",73,"@","Temple",10,"W",,,,,,,,8,106,13.3,3,3,60,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ramal Porter","ramal-porter-1","['WR']","2004-10-02",4,"San Diego St.",90,"@","UCLA",102,"L",,,,,,,,2,12,6,0,4,55,13.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Se'e Poumele","see-poumele-1","[]","2004-10-02",3,"Hawaii",87,,"Tulsa",12,"W",,,,,,,,,,,,4,64,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shatone Powers","shatone-powers-1","['WR']","2004-10-02",5,"Northern Illinois",79,,"Akron",71,"W",,,,,,,,,,,,2,22,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rashon Powers-Neal","rashon-powers-neal-1","['RB']","2004-10-02",5,"Notre Dame",70,,"Purdue",38,"L",,,,,,,,2,1,0.5,1,1,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mario Pratcher","mario-pratcher-1","['WR']","2004-10-02",5,"Memphis",6,,"Houston",5,"W",,,,,,,,,,,,1,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Will Prosser","will-prosser-1","['WR']","2004-10-02",5,"Mississippi St.",114,"@","Vanderbilt",120,"L",,,,,,,,,,,,3,16,5.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tyrone Prothro","tyrone-prothro-1","['WR']","2004-10-02",5,"Alabama",107,,"South Carolina",117,"L",,,,,,,,,,,,1,8,8,0,,,,,,,,,,,,,,,,,,,,,3,91,30.3,0,,,,
"Najah Pruden","najah-pruden-1","['WR']","2004-10-02",5,"Kent State",77,"@","Central Michigan",75,"L",,,,,,,,,,,,1,27,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bobby Purify","bobby-purify-1","[]","2004-10-02",4,"Colorado",98,"@","Missouri",115,"L",,,,,,,,22,81,3.7,1,1,15,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Drouzon Quillen","drouzon-quillen-1","['WR']","2004-10-02",4,"UL Monroe",130,"@","Wyoming",94,"L",,,,,,,,,,,,5,50,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Johnny Quinn","johnny-quinn-1","['WR']","2004-10-02",5,"North Texas",57,,"Middle Tennessee",56,"W",,,,,,,,,,,,6,153,25.5,1,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,0
"John Randle","john-randle-1","[]","2004-10-02",5,"Kansas",43,"@","Nebraska",34,"L",,,,,,,,23,105,4.6,0,4,22,5.5,0,,,,,,,,,,,,,,,,,,,,,3,37,12.3,0,,,,
"Rick Razzano","rick-razzano-1","[]","2004-10-02",5,"Ole Miss",116,,"Arkansas St.",122,"W",,,,,,,,4,8,2,0,2,26,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Duncan Reid","duncan-reid-1","[]","2004-10-02",4,"Fresno St.",86,"@","Louisiana Tech",54,"L",,,,,,,,,,,,1,18,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fred Reid","fred-reid-1","[]","2004-10-02",5,"Mississippi St.",114,"@","Vanderbilt",120,"L",,,,,,,,4,4,1,0,3,32,10.7,0,,,,,,,,,,,,,,,,,,,,,2,17,8.5,0,,,,
"Willie Reid","willie-reid-1","['RB', 'WR']","2004-10-02",4,"Florida St.",16,,"North Carolina",21,"W",,,,,,,,,,,,2,28,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Walter Reyes","walter-reyes-1","[]","2004-10-02",5,"Syracuse",23,,"Rutgers",39,"W",,,,,,,,19,237,12.5,2,1,11,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tarell Richards","tarell-richards-1","['WR']","2004-10-02",5,"Utah St.",93,"@","Troy",129,"L",,,,,,,,,,,,1,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terry Richardson","terry-richardson-1","['WR']","2004-10-02",5,"Arizona St.",96,"@","Oregon",99,"W",,,,,,,,,,,,3,40,13.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brandon Rideau","brandon-rideau-1","[]","2004-10-02",5,"Kansas",43,"@","Nebraska",34,"L",,,,,,,,,,,,5,40,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dante Ridgeway","dante-ridgeway-1","[]","2004-10-02",5,"Ball St.",72,"@","Toledo",81,"L",,,,,,,,,,,,10,144,14.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gerald Riggs Jr.","gerald-riggs-jr-1","['RB']","2004-10-02",4,"Tennessee",118,,"Auburn",109,"L",,,,,,,,7,43,6.1,0,1,-1,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trumaine Riley","trumaine-riley-1","['WR']","2004-10-02",5,"Eastern Michigan",76,,"Idaho",133,"L",,,,,,,,,,,,1,14,14,0,,,,,,,,,,,,,,,,,,,,,8,165,20.6,0,3,28,9.3,0
"Matt Rivera","matt-rivera-1","['RB']","2004-10-02",4,"Fresno St.",86,"@","Louisiana Tech",54,"L",,,,,,,,1,23,23,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jason Rivers","jason-rivers-1","['WR']","2004-10-02",3,"Hawaii",87,,"Tulsa",12,"W",,,,,,,,,,,,6,82,13.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marques Roberts","marques-roberts-1","[]","2004-10-02",4,"Baylor",41,"@","Texas",48,"L",,,,,,,,,,,,6,81,13.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dominic Robinson","dominic-robinson-1","[]","2004-10-02",4,"Florida St.",16,,"North Carolina",21,"W",,,,,,,,,,,,1,10,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Drew Robinson","drew-robinson-1","[]","2004-10-02",5,"Nevada",88,"@","UNLV",92,"L",,,,,,,,3,28,9.3,0,2,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tielor Robinson","tielor-robinson-1","['RB', 'TE']","2004-10-02",4,"Army",65,,"TCU",47,"L",,,,,,,,7,25,3.6,1,2,13,6.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Courtney Roby","courtney-roby-1","[]","2004-10-02",5,"Indiana",28,,"Michigan",31,"L",,,,,,,,2,-5,-2.5,0,5,70,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shaun Rochon","shaun-rochon-1","['WR']","2004-10-02",4,"Baylor",41,"@","Texas",48,"L",,,,,,,,1,0,0,0,2,20,10,0,,,,,,,,,,,,,,,,,,,,,2,41,20.5,0,,,,
"Cory Rodgers","cory-rodgers-1","['RB', 'WR']","2004-10-02",5,"TCU",47,"@","Army",65,"W",,,,,,,,3,5,1.7,0,7,80,11.4,0,,,,,,,,,,,,,,,,,,,,,2,39,19.5,0,4,32,8,0
"Andy Roland","andy-roland-1","['TE']","2004-10-02",5,"Duke",15,,"Citadel",228,"W",,,,,,,,,,,,3,39,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dante Rosario","dante-rosario-1","['RB', 'TE']","2004-10-02",4,"Oregon",99,,"Arizona St.",96,"L",,,,,,,,,,,,1,22,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alex Rosenblum","alex-rosenblum-1","['WR']","2004-10-02",5,"Nevada",88,"@","UNLV",92,"L",,,,,,,,,,,,1,9,9,0,,,,,,,,,,,,,,,,,,,,,,,,,2,30,15,0
"Cory Ross","cory-ross-1","['RB']","2004-10-02",4,"Nebraska",34,,"Kansas",43,"W",,,,,,,,19,107,5.6,1,3,37,12.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Derick Ross","derick-ross-1","['WR']","2004-10-02",5,"Cincinnati",2,,"UAB",61,"L",,,,,,,,,,,,1,13,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lydell Ross","lydell-ross-1","[]","2004-10-02",4,"Ohio St.",36,"@","Northwestern",35,"L",,,,,,,,11,31,2.8,1,1,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eddie Royal","eddie-royal-1","['WR']","2004-10-02",5,"Virginia Tech",25,,"West Virginia",50,"W",,,,,,,,,,,,6,45,7.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mark Rubin","mark-rubin-1","['WR', 'DB']","2004-10-02",5,"Penn State",37,"@","Minnesota",33,"L",,,,,,,,,,,,6,60,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Martin Rucker","martin-rucker-1","['TE']","2004-10-02",4,"Missouri",115,,"Colorado",98,"W",,,,,,,,,,,,2,36,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"J.D. Runnels","jd-runnels-1","['RB']","2004-10-02",4,"Oklahoma",45,,"Texas Tech",49,"W",,,,,,,,,,,,3,21,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Matt Rushbrook","matt-rushbrook-1","[]","2004-10-02",5,"SMU",8,"@","Boise St.",84,"L",,,,,,,,,,,,3,27,9,1,,,,,,,,,,,,,,,,,,,,,1,23,23,0,,,,
"J.R. Russell","jr-russell-1","[]","2004-10-02",4,"Louisville",18,,"East Carolina",4,"W",,,,,,,,,,,,7,101,14.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John Rust","john-rust-1","[]","2004-10-02",3,"California",97,"@","Oregon St.",100,"W",,,,,,,,,,,,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cleannord Saintil","cleannord-saintil-1","['WR']","2004-10-02",4,"Middle Tennessee",56,"@","North Texas",57,"L",,,,,,,,,,,,3,24,8,0,,,,,,,,,,,,,,,,,,,,,1,25,25,0,,,,
"Jeff Samardzija","jeff-samardzija-1","['WR']","2004-10-02",5,"Notre Dame",70,,"Purdue",38,"L",,,,,,,,,,,,3,59,19.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jason Samples","jason-samples-1","[]","2004-10-02",5,"Troy",129,,"Utah St.",93,"W",,,,,,,,,,,,6,77,12.8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelton Sampson","shelton-sampson-1","['RB']","2004-10-02",4,"Washington",105,"@","Stanford",101,"L",,,,,,,,2,5,2.5,0,2,34,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bill Sampy","bill-sampy-1","['WR']","2004-10-02",5,"Louisiana",126,"@","Florida Intl",53,"W",,,,,,,,,,,,3,13,4.3,0,,,,,,,,,,,,,,,,,,,,,1,19,19,0,,,,
"Joey Sanders","joey-sanders-1","['WR']","2004-10-02",5,"Mississippi St.",114,"@","Vanderbilt",120,"L",,,,,,,,,,,,2,21,10.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Steve Sanders","steve-sanders-1","['WR']","2004-10-02",4,"Bowling Green",73,"@","Temple",10,"W",,,,,,,,,,,,5,103,20.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bo Scaife","bo-scaife-1","[]","2004-10-02",4,"Texas",48,,"Baylor",41,"W",,,,,,,,,,,,3,34,11.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brandon Schnittker","brandon-schnittker-1","['RB']","2004-10-02",4,"Ohio St.",36,"@","Northwestern",35,"L",,,,,,,,,,,,1,5,5,0,,,,,,,,,,,,,,,,,,,,,1,9,9,0,,,,
"Chad Scott","chad-scott-2","[]","2004-10-02",5,"North Carolina",21,"@","Florida St.",16,"L",,,,,,,,8,22,2.8,0,1,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eric Scott","eric-scott-1","['TE']","2004-10-02",4,"Kentucky",112,,"Ohio",80,"L",,,,,,,,,,,,2,13,6.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jerramy Scott","jerramy-scott-1","['RB', 'WR']","2004-10-02",5,"Michigan St.",32,"@","Iowa",29,"L",,,,,,,,,,,,7,50,7.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ryan Scott","ryan-scott-1","['WR']","2004-10-02",5,"Memphis",6,,"Houston",5,"W",,,,,,,,,,,,1,8,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jake Sears","jake-sears-1","['TE']","2004-10-02",4,"UTEP",62,,"New Mexico State",69,"W",,,,,,,,,,,,1,15,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Victor Sesay","victor-sesay-1","[]","2004-10-02",4,"Missouri",115,,"Colorado",98,"W",,,,,,,,,,,,4,30,7.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jerry Seymour","jerry-seymour-1","[]","2004-10-02",4,"Central Michigan",75,,"Kent State",77,"W",,,,,,,,28,131,4.7,0,4,38,9.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sonny Shackelford","sonny-shackelford-1","['WR']","2004-10-02",4,"Washington",105,"@","Stanford",101,"L",,,,,,,,,,,,5,54,10.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Charles Sharon","charles-sharon-1","['WR']","2004-10-02",4,"Bowling Green",73,"@","Temple",10,"W",,,,,,,,,,,,5,103,20.6,1,,,,,,,,,,,,,,,,,,,,,,,,,4,36,9,0
"Allynson Sheffield","allynson-sheffield-1","[]","2004-10-02",4,"South Florida",9,,"Southern Miss",60,"L",,,,,,,,,,,,1,7,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dan Sheldon","dan-sheldon-1","[]","2004-10-02",5,"Northern Illinois",79,,"Akron",71,"W",,,,,,,,1,31,31,0,8,103,12.9,2,,,,,,,,,,,,,,,,,,,,,,,,,2,81,40.5,1
"Matt Shelton","matt-shelton-1","['WR']","2004-10-02",5,"Notre Dame",70,,"Purdue",38,"L",,,,,,,,,,,,3,61,20.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Travis Shelton","travis-shelton-1","['WR']","2004-10-02",5,"Temple",10,,"Bowling Green",73,"L",,,,,,,,,,,,1,56,56,1,,,,,,,,,,,,,,,,,,,,,6,125,20.8,0,,,,
"Trent Shelton","trent-shelton-1","['WR']","2004-10-02",4,"Baylor",41,"@","Texas",48,"L",,,,,,,,,,,,2,15,7.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Anthony Sherrell","anthony-sherrell-1","['RB']","2004-10-02",5,"Eastern Michigan",76,,"Idaho",133,"L",,,,,,,,26,128,4.9,3,4,47,11.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dezmond Sherrod","dezmond-sherrod-1","['TE']","2004-10-02",5,"Mississippi St.",114,"@","Vanderbilt",120,"L",,,,,,,,,,,,1,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mark Simmons","mark-simmons-1","['WR']","2004-10-02",5,"Kansas",43,"@","Nebraska",34,"L",,,,,,,,,,,,3,16,5.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"James Sims","james-sims-1","['DB', 'RB']","2004-10-02",4,"Washington",105,"@","Stanford",101,"L",,,,,,,,11,34,3.1,0,1,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Willie Sipoloa","willie-sipoloa-1","[]","2004-10-02",5,"Idaho",133,"@","Eastern Michigan",76,"W",,,,,,,,,,,,1,19,19,0,,,,,,,,,,,,,,,,,,,,,1,18,18,0,,,,
"Rufus Skillern","rufus-skillern-1","['WR']","2004-10-02",4,"San Jose St.",91,,"Rice",59,"W",,,,,,,,,,,,4,115,28.8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"O.J. Small","o-j-small-1","[]","2004-10-02",4,"Florida",110,,"Arkansas",108,"W",,,,,,,,,,,,5,69,13.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alex Smith","alex-smith-2","[]","2004-10-02",4,"Stanford",101,,"Washington",105,"W",,,,,,,,,,,,4,46,11.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brandon Smith","brandon-smith-5","[]","2004-10-02",4,"Vanderbilt",120,,"Mississippi St.",114,"W",,,,,,,,,,,,2,12,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bret Smith","bret-smith-1","['WR']","2004-10-02",4,"Tennessee",118,,"Auburn",109,"L",,,,,,,,,,,,2,27,13.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Floyd Smith","floyd-smith-1","[]","2004-10-02",4,"UL Monroe",130,"@","Wyoming",94,"L",,,,,,,,,,,,1,13,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gerald Smith","gerald-smith-1","[]","2004-10-02",5,"Penn State",37,"@","Minnesota",33,"L",,,,,,,,1,-6,-6,0,1,15,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Josh Smith","josh-smith-3","[]","2004-10-02",5,"Boise St.",84,,"SMU",8,"W",,,,,,,,,,,,1,29,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Josh Smith","josh-smith-2","[]","2004-10-02",5,"Akron",71,"@","Northern Illinois",79,"L",,,,,,,,,,,,1,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kolby Smith","kolby-smith-1","['RB']","2004-10-02",4,"Louisville",18,,"East Carolina",4,"W",,,,,,,,3,15,5,0,2,57,28.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Isaac Smolko","isaac-smolko-1","['TE', 'WR']","2004-10-02",5,"Penn State",37,"@","Minnesota",33,"L",,,,,,,,,,,,1,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Travis Smothers","travis-smothers-1","[]","2004-10-02",5,"Louisiana",126,"@","Florida Intl",53,"W",,,,,,,,,,,,2,24,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clinton Solomon","clinton-solomon-1","['WR']","2004-10-02",5,"Iowa",29,,"Michigan St.",32,"W",,,,,,,,,,,,4,105,26.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Caleb Spencer","caleb-spencer-1","['WR']","2004-10-02",5,"Nevada",88,"@","UNLV",92,"L",,,,,,,,,,,,6,51,8.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dusty Sprague","dusty-sprague-1","['WR']","2004-10-02",4,"Colorado",98,"@","Missouri",115,"L",,,,,,,,,,,,2,46,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Darren Sproles","darren-sproles-1","[]","2004-10-02",4,"Kansas St.",44,"@","Texas A&M",119,"L",,,,,,,,20,61,3.1,0,6,48,8,0,,,,,,,,,,,,,,,,,,,,,1,12,12,0,1,-1,-1,0
"Jerome Stegall","jerome-stegall-1","[]","2004-10-02",5,"Arkansas St.",122,"@","Ole Miss",116,"L",,,,,,,,,,,,3,94,31.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jake Stewart","jake-stewart-1","[]","2004-10-02",5,"Utah St.",93,"@","Troy",129,"L",,,,,,,,,,,,1,16,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Byron Storer","byron-storer-1","['RB']","2004-10-02",3,"California",97,"@","Oregon St.",100,"W",,,,,,,,,,,,1,58,58,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chauncey Stovall","chauncey-stovall-1","[]","2004-10-02",4,"Florida St.",16,,"North Carolina",21,"W",,,,,,,,,,,,7,78,11.1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Taylor Stubblefield","taylor-stubblefield-1","[]","2004-10-02",4,"Purdue",38,"@","Notre Dame",70,"W",,,,,,,,,,,,7,181,25.9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brett Swain","brett-swain-1","['WR']","2004-10-02",4,"San Diego St.",90,"@","UCLA",102,"L",,,,,,,,1,23,23,0,1,7,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jayson Swain","jayson-swain-1","['WR']","2004-10-02",4,"Tennessee",118,,"Auburn",109,"L",,,,,,,,,,,,2,20,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Limas Sweed","limas-sweed-1","['WR']","2004-10-02",4,"Texas",48,,"Baylor",41,"W",,,,,,,,,,,,1,7,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Naufahu Tahi","naufahu-tahi-1","['RB']","2004-10-02",5,"BYU",66,"@","Colorado St.",85,"W",,,,,,,,16,98,6.1,1,3,28,9.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chris Talley","chris-talley-1","[]","2004-10-02",5,"Eastern Michigan",76,,"Idaho",133,"L",,,,,,,,,,,,1,10,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jacob Tamme","jacob-tamme-1","['WR', 'TE']","2004-10-02",4,"Kentucky",112,,"Ohio",80,"L",,,,,,,,,,,,3,40,13.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Courtney Taylor","courtney-taylor-1","['WR']","2004-10-02",5,"Auburn",109,"@","Tennessee",118,"W",,,,,,,,,,,,3,77,25.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Earvin Taylor","earvin-taylor-1","['WR']","2004-10-02",4,"Texas A&M",119,,"Kansas St.",44,"W",,,,,,,,,,,,1,10,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Junior Taylor","junior-taylor-1","['WR']","2004-10-02",4,"UCLA",102,,"San Diego St.",90,"W",,,,,,,,,,,,3,16,5.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jason Teague","jason-teague-1","['RB']","2004-10-02",5,"Michigan St.",32,"@","Iowa",29,"L",,,,,,,,13,51,3.9,0,2,11,5.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John Tereshinski","john-tereshinski-1","['TE']","2004-10-02",5,"Wake Forest",26,"@","NC State",20,"L",,,,,,,,,,,,2,15,7.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"David Thomas","david-thomas-1","['TE']","2004-10-02",4,"Texas",48,,"Baylor",41,"W",,,,,,,,,,,,1,15,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hannibal Thomas","hannibal-thomas-1","[]","2004-10-02",5,"Cincinnati",2,,"UAB",61,"L",,,,,,,,,,,,4,51,12.8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Levon Thomas","levon-thomas-1","[]","2004-10-02",4,"Georgia Tech",17,,"Miami (FL)",19,"L",,,,,,,,,,,,1,17,17,0,,,,,,,,,,,,,,,,,,,,,4,88,22,0,,,,
"Matthew Thomas","matthew-thomas-1","[]","2004-10-02",5,"South Carolina",117,"@","Alabama",107,"W",,,,,,,,,,,,1,17,17,0,,,,,,,,,,,,,,,,,,,,,1,18,18,0,,,,
