"Player","unique_id","position","Date","G","School","Team Code","Loc","Opponent","Team Code opp","WL","Pass Comp","Pass Att","Pass Pct","Pass Yard","Pass TD","Pass Int","QBR","Rush Att","Rush Yard","Rush Avg","Rush TD","Rec","Rec Yards","Rec Avg","Rec TD","Tackle Solo","Tackle Assist","Tackle Tot","Tackle for Loss","Sack","Int Ret","Int Ret Yds","Int TD","Pass Broken Up","FR","FR Yds","FR TD","Fumble Forced","XP Made","XP Att","XP %","FG Made","FG Att","FG %","Pts","Kick Ret","Kick Ret Yds","Kick Ret Avg","Kick Ret TD","Punt Ret","Punt Ret Yds","Punt Ret Avg","Punt Ret TD"
"Terrence Thomas","terrence-thomas-2","[]","2004-10-02",4,"Texas A&M",119,,"Kansas St.",44,"W",,,,,,,,2,28,14,0,1,13,13,0,,,,,,,,,,,,,,,,,,,,,1,10,10,0,,,,
"Tyson Thompson","tyson-thompson-2","[]","2004-10-02",4,"San Jose St.",91,,"Rice",59,"W",,,,,,,,14,85,6.1,1,3,74,24.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Craphonso Thorpe","craphonso-thorpe-1","[]","2004-10-02",4,"Florida St.",16,,"North Carolina",21,"W",,,,,,,,,,,,4,43,10.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Joshua Tinch","joshua-tinch-1","['WR']","2004-10-02",4,"Louisville",18,,"East Carolina",4,"W",,,,,,,,,,,,1,7,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Derrick Tinsley","derrick-tinsley-1","[]","2004-10-02",4,"Tennessee",118,,"Auburn",109,"L",,,,,,,,,,,,1,21,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dane Todd","dane-todd-1","['RB', 'WR']","2004-10-02",4,"Nebraska",34,,"Kansas",43,"W",,,,,,,,,,,,1,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tim Tolbert","tim-tolbert-1","['WR']","2004-10-02",5,"New Mexico State",69,"@","UTEP",62,"L",,,,,,,,,,,,2,68,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kenneth Tolon","kenneth-tolon-1","[]","2004-10-02",4,"Stanford",101,,"Washington",105,"W",,,,,,,,4,36,9,0,2,12,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marvin Townes","marvin-townes-1","[]","2004-10-02",4,"East Carolina",4,"@","Louisville",18,"L",,,,,,,,7,21,3,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"James Townsend","james-townsend-1","[]","2004-10-02",5,"Iowa",29,,"Michigan St.",32,"W",,,,,,,,,,,,1,8,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lorenzo Townsend","lorenzo-townsend-1","[]","2004-10-02",5,"Ole Miss",116,,"Arkansas St.",122,"W",,,,,,,,2,7,3.5,0,2,20,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Matt Trannon","matt-trannon-1","['WR']","2004-10-02",5,"Michigan St.",32,"@","Iowa",29,"L",,,,,,,,,,,,4,45,11.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Joey Trappey","joey-trappey-1","['WR', 'RB', 'TE']","2004-10-02",4,"UL Monroe",130,"@","Wyoming",94,"L",,,,,,,,,,,,1,8,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jeremy Trimble","jeremy-trimble-1","['WR']","2004-10-02",4,"Army",65,,"TCU",47,"L",,,,,,,,,,,,1,18,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Daccus Turman","daccus-turman-1","['RB']","2004-10-02",5,"South Carolina",117,"@","Alabama",107,"W",,,,,,,,4,14,3.5,0,1,9,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jared Ulekowski","jared-ulekowski-1","['TE']","2004-10-02",4,"Army",65,,"TCU",47,"L",,,,,,,,,,,,1,14,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chad Upshaw","chad-upshaw-1","['TE']","2004-10-02",5,"Buffalo",74,,"Central Florida",1,"W",,,,,,,,,,,,1,28,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jermarcus Veal","jermarcus-veal-1","['LB', 'RB']","2004-10-02",4,"East Carolina",4,"@","Louisville",18,"L",,,,,,,,,,,,1,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marcus Venus","marcus-venus-1","[]","2004-10-02",4,"Baylor",41,"@","Texas",48,"L",,,,,,,,,,,,3,18,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gary Vincent","gary-vincent-1","['WR']","2004-10-02",5,"Arkansas St.",122,"@","Ole Miss",116,"L",,,,,,,,,,,,1,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jerod Void","jerod-void-1","['RB']","2004-10-02",4,"Purdue",38,"@","Notre Dame",70,"W",,,,,,,,11,53,4.8,0,1,15,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John Wadkowski","john-wadkowski-1","['TE']","2004-10-02",4,"Wyoming",94,,"UL Monroe",130,"W",,,,,,,,,,,,1,16,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chuck Walker","chuck-walker-1","[]","2004-10-02",5,"Arkansas St.",122,"@","Ole Miss",116,"L",,,,,,,,,,,,3,25,8.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Darius Walker","darius-walker-1","['RB']","2004-10-02",5,"Notre Dame",70,,"Purdue",38,"L",,,,,,,,19,60,3.2,0,2,16,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cooper Wallace","cooper-wallace-1","['TE']","2004-10-02",5,"Auburn",109,"@","Tennessee",118,"W",,,,,,,,,,,,1,31,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jakari Wallace","jakari-wallace-1","['WR']","2004-10-02",5,"Minnesota",33,,"Penn State",37,"W",,,,,,,,1,15,15,0,1,21,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Danny Ware","danny-ware-1","['RB']","2004-10-02",4,"Georgia",111,,"LSU",113,"W",,,,,,,,22,109,5,0,2,1,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Blake Warren","blake-warren-1","['WR']","2004-10-02",5,"SMU",8,"@","Boise St.",84,"L",,,,,,,,,,,,1,24,24,0,,,,,,,,,,,,,,,,,,,,,2,35,17.5,0,,,,
"Bobby Washington","bobby-washington-1","[]","2004-10-02",4,"NC State",20,,"Wake Forest",26,"W",,,,,,,,12,39,3.3,1,2,6,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cedric Washington","cedric-washington-1","['QB', 'WR']","2004-10-02",5,"Arkansas",108,"@","Florida",110,"L",,,,,,,,,,,,2,29,14.5,0,,,,,,,,,,,,,,,,,,,,,2,27,13.5,0,,,,
"Kenny Washington","kenny-washington-1","[]","2004-10-02",4,"Oregon",99,,"Arizona St.",96,"L",,,,,,,,4,9,2.3,0,1,5,5,0,,,,,,,,,,,,,,,,,,,,,3,78,26,0,,,,
"Leon Washington","leon-washington-1","['RB']","2004-10-02",4,"Florida St.",16,,"North Carolina",21,"W",,,,,,,,10,153,15.3,1,2,22,11,0,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,0
"Richard Washington","richard-washington-1","[]","2004-10-02",4,"NC State",20,,"Wake Forest",26,"W",,,,,,,,1,20,20,0,7,73,10.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bryan Watje","bryan-watje-1","['TE']","2004-10-02",4,"San Jose St.",91,,"Rice",59,"W",,,,,,,,,,,,2,52,26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Todd Watkins","todd-watkins-1","['WR']","2004-10-02",5,"BYU",66,"@","Colorado St.",85,"W",,,,,,,,,,,,4,29,7.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jeffrey Webb","jeffrey-webb-1","['WR']","2004-10-02",4,"San Diego St.",90,"@","UCLA",102,"L",,,,,,,,,,,,7,71,10.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jeremy Weeks","jeremy-weeks-1","['TE', 'DL']","2004-10-02",5,"New Mexico State",69,"@","UTEP",62,"L",,,,,,,,,,,,1,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Michael Weiner","michael-weiner-1","[]","2004-10-02",4,"Kansas St.",44,"@","Texas A&M",119,"L",,,,,,,,,,,,1,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gerald Welch","gerald-welch-1","[]","2004-10-02",3,"Hawaii",87,,"Tulsa",12,"W",,,,,,,,,,,,1,19,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Andy Weldon","andy-weldon-1","[]","2004-10-02",5,"Boise St.",84,,"SMU",8,"W",,,,,,,,,,,,3,38,12.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Anthony Wheat-Brown","anthony-wheat-brown-1","['WR']","2004-10-02",5,"Oregon St.",100,,"California",97,"L",,,,,,,,,,,,3,40,13.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ernie Wheelwright","ernie-wheelwright-1","['WR']","2004-10-02",5,"Minnesota",33,,"Penn State",37,"W",,,,,,,,,,,,3,76,25.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brandon White","brandon-white-1","['WR']","2004-10-02",5,"Wisconsin",40,,"Illinois",27,"W",,,,,,,,,,,,1,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Corey White","corey-white-2","['RB']","2004-10-02",4,"UAB",61,"@","Cincinnati",2,"W",,,,,,,,8,42,5.3,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Darron White","darron-white-1","[]","2004-10-02",5,"Memphis",6,,"Houston",5,"W",,,,,,,,2,-4,-2,0,2,38,19,0,,,,,,,,,,,,,,,,,,,,,,,,,3,51,17,0
"Manuel White","manuel-white-1","[]","2004-10-02",4,"UCLA",102,,"San Diego St.",90,"W",,,,,,,,13,35,2.7,0,2,8,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marlon White","marlon-white-1","['WR']","2004-10-02",4,"Vanderbilt",120,,"Mississippi St.",114,"W",,,,,,,,,,,,1,9,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Roddy White","roddy-white-1","[]","2004-10-02",4,"UAB",61,"@","Cincinnati",2,"W",,,,,,,,,,,,6,80,13.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terrence Whitehead","terrence-whitehead-1","['RB']","2004-10-02",4,"Oregon",99,,"Arizona St.",96,"L",,,,,,,,23,98,4.3,0,5,45,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bobby Whithorne","bobby-whithorne-1","[]","2004-10-02",4,"Washington",105,"@","Stanford",101,"L",,,,,,,,,,,,1,14,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"L.V. Whitworth","lv-whitworth-1","['RB']","2004-10-02",5,"Boston College",13,,"Massachusetts",68,"W",,,,,,,,15,72,4.8,0,1,16,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mark Wigal","mark-wigal-1","[]","2004-10-02",5,"Duke",15,,"Citadel",228,"W",,,,,,,,,,,,1,7,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dontavius Wilcox","dontavius-wilcox-1","['RB']","2004-10-02",4,"Central Florida",1,"@","Buffalo",74,"L",,,,,,,,5,25,5,0,2,13,6.5,0,,,,,,,,,,,,,,,,,,,,,1,11,11,0,,,,
"Rodney Wilkerson","rodney-wilkerson-1","[]","2004-10-02",5,"BYU",66,"@","Colorado St.",85,"W",,,,,,,,,,,,3,23,7.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brandon Williams","brandon-williams-6","['WR']","2004-10-02",5,"Wisconsin",40,,"Illinois",27,"W",,,,,,,,1,-1,-1,0,2,7,3.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Carnell Williams","carnell-williams-1","[]","2004-10-02",5,"Auburn",109,"@","Tennessee",118,"W",,,,,,,,24,95,4,1,1,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Darius Williams","darius-williams-1","[]","2004-10-02",4,"Georgia Tech",17,,"Miami (FL)",19,"L",,,,,,,,,,,,1,16,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DeAngelo Williams","deangelo-williams-1","['RB']","2004-10-02",5,"Memphis",6,,"Houston",5,"W",,,,,,,,33,262,7.9,4,2,19,9.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Demetrius Williams","demetrius-williams-1","['WR']","2004-10-02",4,"Oregon",99,,"Arizona St.",96,"L",,,,,,,,,,,,4,47,11.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Des Williams","des-williams-1","['LB', 'RB']","2004-10-02",4,"Georgia",111,,"LSU",113,"W",,,,,,,,2,2,1,0,1,-6,-6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Paul Williams","paul-williams-2","['WR']","2004-10-02",4,"Fresno St.",86,"@","Louisiana Tech",54,"L",,,,,,,,,,,,1,-3,-3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ray Williams","ray-williams-1","['WR']","2004-10-02",4,"Purdue",38,"@","Notre Dame",70,"W",,,,,,,,1,1,1,0,5,59,11.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"T.J. Williams","tj-williams-2","['TE', 'WR']","2004-10-02",4,"NC State",20,,"Wake Forest",26,"W",,,,,,,,,,,,3,34,11.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bryan Williamson","bryan-williamson-1","['WR']","2004-10-02",5,"Ball St.",72,"@","Toledo",81,"L",,,,,,,,,,,,1,7,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shawn Willis","shawn-willis-1","['RB']","2004-10-02",4,"Oklahoma St.",46,,"Iowa St.",42,"W",,,,,,,,7,19,2.7,0,1,3,3,0,,,,,,,,,,,,,,,,,,,,,1,4,4,0,,,,
"Travis Wilson","travis-wilson-2","['WR']","2004-10-02",4,"Oklahoma",45,,"Texas Tech",49,"W",,,,,,,,,,,,4,64,16,2,,,,,,,,,,,,,,,,,,,,,1,11,11,0,,,,
"Talib Wise","talib-wise-1","[]","2004-10-02",5,"Nevada",88,"@","UNLV",92,"L",,,,,,,,,,,,5,69,13.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Garrett Wolfe","garrett-wolfe-1","['RB']","2004-10-02",5,"Northern Illinois",79,,"Akron",71,"W",,,,,,,,11,110,10,2,2,47,23.5,1,,,,,,,,,,,,,,,,,,,,,1,17,17,0,,,,
"Jason Wood","jason-wood-1","[]","2004-10-02",5,"Arkansas St.",122,"@","Ole Miss",116,"L",,,,,,,,,,,,3,62,20.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Joe Don Wood","joe-don-wood-1","[]","2004-10-02",4,"Rice",59,"@","San Jose St.",91,"L",,,,,,,,,,,,1,12,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chris Woods","chris-woods-1","['RB']","2004-10-02",4,"Georgia Tech",17,,"Miami (FL)",19,"L",,,,,,,,12,74,6.2,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"D'Juan Woods","djuan-woods-1","['WR']","2004-10-02",4,"Oklahoma St.",46,,"Iowa St.",42,"W",,,,,,,,,,,,4,78,19.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kevin Woods","kevin-woods-2","[]","2004-10-02",5,"Northern Illinois",79,,"Akron",71,"W",,,,,,,,,,,,1,8,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dwight Wright","dwight-wright-1","[]","2004-10-02",5,"Oregon St.",100,,"California",97,"L",,,,,,,,12,72,6,1,1,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jomar Wright","jomar-wright-1","['WR']","2004-10-02",5,"Duke",15,,"Citadel",228,"W",,,,,,,,1,9,9,0,2,46,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kerry Wright","kerry-wright-1","[]","2004-10-02",4,"Middle Tennessee",56,"@","North Texas",57,"L",,,,,,,,1,1,1,0,6,59,9.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Charles Wynn","charles-wynn-1","['RB']","2004-10-02",5,"Ball St.",72,"@","Toledo",81,"L",,,,,,,,8,29,3.6,0,1,8,8,0,,,,,,,,,,,,,,,,,,,,,2,24,12,0,,,,
"Deshawn Wynn","deshawn-wynn-1","['RB']","2004-10-02",4,"Florida",110,,"Arkansas",108,"W",,,,,,,,7,17,2.4,0,1,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Linnie Yarbrough","linnie-yarbrough-1","['WR']","2004-10-02",4,"Middle Tennessee",56,"@","North Texas",57,"L",,,,,,,,,,,,1,10,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brian Yarno","brian-yarno-1","[]","2004-10-02",5,"Idaho",133,"@","Eastern Michigan",76,"W",,,,,,,,,,,,3,16,5.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chancellor Young","chancellor-young-1","[]","2004-10-02",5,"Duke",15,,"Citadel",228,"W",,,,,,,,1,3,3,0,1,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marvin Young","marvin-young-1","[]","2004-10-02",3,"Southern Miss",60,"@","South Florida",9,"W",,,,,,,,,,,,6,93,15.5,1,,,,,,,,,,,,,,,,,,,,,,,,,2,6,3,0
"Dominique Zeigler","dominique-zeigler-1","['WR']","2004-10-02",4,"Baylor",41,"@","Texas",48,"L",,,,,,,,,,,,5,42,8.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Donnie Avery","donnie-avery-1","['WR']","2004-10-07",6,"Houston",5,"@","Southern Miss",60,"L",,,,,,,,,,,,3,35,11.7,1,,,,,,,,,,,,,,,,,,,,,2,26,13,0,,,,
"Blade Bassler","blade-bassler-1","['QB', 'TE']","2004-10-07",6,"Houston",5,"@","Southern Miss",60,"L",,,,,,,,,,,,1,9,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kendal Briles","kendal-briles-1","['DB', 'QB']","2004-10-07",6,"Houston",5,"@","Southern Miss",60,"L",,,,,,,,6,24,4,1,10,101,10.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Duane Coleman","duane-coleman-1","['RB', 'DB']","2004-10-07",5,"Clemson",14,"@","Virginia",24,"L",,,,,,,,9,26,2.9,0,3,13,4.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Patrick Corbett","patrick-corbett-1","[]","2004-10-07",4,"Southern Miss",60,,"Houston",5,"W",,,,,,,,,,,,1,10,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Antwon Courington","antwon-courington-1","['WR']","2004-10-07",4,"Southern Miss",60,,"Houston",5,"W",,,,,,,,1,8,8,0,3,42,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Airese Currie","airese-currie-1","[]","2004-10-07",5,"Clemson",14,"@","Virginia",24,"L",,,,,,,,,,,,7,61,8.7,0,,,,,,,,,,,,,,,,,,,,,1,18,18,0,,,,
"Leonard Gibson","leonard-gibson-1","[]","2004-10-07",6,"Houston",5,"@","Southern Miss",60,"L",,,,,,,,,,,,1,10,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Otho Graves","otho-graves-1","[]","2004-10-07",4,"Southern Miss",60,,"Houston",5,"W",,,,,,,,,,,,1,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ben Hall","ben-hall-1","[]","2004-10-07",5,"Clemson",14,"@","Virginia",24,"L",,,,,,,,,,,,4,72,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yusef Kelly","yusef-kelly-1","[]","2004-10-07",5,"Clemson",14,"@","Virginia",24,"L",,,,,,,,7,15,2.1,0,1,8,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Daron Lawrence","daron-lawrence-1","[]","2004-10-07",4,"Southern Miss",60,,"Houston",5,"W",,,,,,,,,,,,5,57,11.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wali Lundy","wali-lundy-1","['RB']","2004-10-07",5,"Virginia",24,,"Clemson",14,"W",,,,,,,,20,85,4.3,0,2,39,19.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vincent Marshall","vincent-marshall-1","['WR']","2004-10-07",6,"Houston",5,"@","Southern Miss",60,"L",,,,,,,,2,10,5,0,4,190,47.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Heath Miller","heath-miller-1","[]","2004-10-07",5,"Virginia",24,,"Clemson",14,"W",,,,,,,,1,6,6,0,4,55,13.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sherron Moore","sherron-moore-1","[]","2004-10-07",4,"Southern Miss",60,,"Houston",5,"W",,,,,,,,16,73,4.6,1,2,17,8.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alvin Pearman","alvin-pearman-1","[]","2004-10-07",5,"Virginia",24,,"Clemson",14,"W",,,,,,,,18,104,5.8,2,3,48,16,0,,,,,,,,,,,,,,,,,,,,,,,,,2,15,7.5,0
"Anthony Perine","anthony-perine-1","['WR']","2004-10-07",4,"Southern Miss",60,,"Houston",5,"W",,,,,,,,,,,,1,7,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chansi Stuckey","chansi-stuckey-1","['QB', 'WR']","2004-10-07",5,"Clemson",14,"@","Virginia",24,"L",,,,,,,,1,-2,-2,0,1,12,12,0,,,,,,,,,,,,,,,,,,,,,,,,,1,22,22,0
"Deyon Williams","deyon-williams-1","['WR']","2004-10-07",5,"Virginia",24,,"Clemson",14,"W",,,,,,,,,,,,5,83,16.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marvin Young","marvin-young-1","[]","2004-10-07",4,"Southern Miss",60,,"Houston",5,"W",,,,,,,,,,,,3,26,8.7,0,,,,,,,,,,,,,,,,,,,,,,,,,3,20,6.7,0
"Curtis Brown","curtis-brown-3","['RB']","2004-10-08",6,"BYU",66,,"UNLV",92,"L",,,,,,,,8,102,12.8,0,3,17,5.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Daniel Coats","daniel-coats-1","['TE']","2004-10-08",6,"BYU",66,,"UNLV",92,"L",,,,,,,,,,,,4,46,11.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Austin Collie","austin-collie-1","['WR']","2004-10-08",6,"BYU",66,,"UNLV",92,"L",,,,,,,,,,,,10,70,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Antwaun Harris","antwaun-harris-1","[]","2004-10-08",6,"BYU",66,,"UNLV",92,"L",,,,,,,,,,,,2,37,18.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chad Henley","chad-henley-1","[]","2004-10-08",6,"UNLV",92,"@","BYU",66,"W",,,,,,,,,,,,1,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Earvin Johnson","earvin-johnson-1","[]","2004-10-08",6,"UNLV",92,"@","BYU",66,"W",,,,,,,,,,,,4,56,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jason Kukahiko","jason-kukahiko-1","[]","2004-10-08",6,"BYU",66,,"UNLV",92,"L",,,,,,,,,,,,3,36,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alvin Marshall","alvin-marshall-1","[]","2004-10-08",6,"UNLV",92,"@","BYU",66,"W",,,,,,,,1,8,8,0,3,66,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dyante Perkins","dyante-perkins-1","[]","2004-10-08",6,"UNLV",92,"@","BYU",66,"W",,,,,,,,13,44,3.4,1,1,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dennis Pitta","dennis-pitta-1","['TE']","2004-10-08",6,"BYU",66,,"UNLV",92,"L",,,,,,,,,,,,3,35,11.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Todd Watkins","todd-watkins-1","['WR']","2004-10-08",6,"BYU",66,,"UNLV",92,"L",,,,,,,,,,,,9,117,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rob Abiamiri","rob-abiamiri-1","[]","2004-10-09",5,"Maryland",30,,"Georgia Tech",17,"L",,,,,,,,,,,,2,15,7.5,0,,,,,,,,,,,,,,,,,,,,,1,13,13,0,,,,
"Joseph Addai","joseph-addai-1","['RB']","2004-10-09",6,"LSU",113,"@","Florida",110,"W",,,,,,,,10,93,9.3,0,4,26,6.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ashton Aikens","ashton-aikens-1","[]","2004-10-09",6,"Northwestern",35,,"Indiana",28,"W",,,,,,,,,,,,5,48,9.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aaron Alexander","aaron-alexander-1","[]","2004-10-09",6,"Michigan St.",32,,"Illinois",27,"W",,,,,,,,,,,,2,13,6.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aaron Alexander","aaron-alexander-3","[]","2004-10-09",5,"Army",65,,"Cincinnati",2,"W",,,,,,,,,,,,2,19,9.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brian Allbrooks","brian-allbrooks-1","['WR']","2004-10-09",6,"Temple",10,,"Pittsburgh",22,"L",,,,,,,,,,,,3,42,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brandon Allen","brandon-allen-1","['WR']","2004-10-09",6,"New Mexico State",69,,"Louisiana",126,"W",,,,,,,,1,4,4,0,3,51,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Josh Allen","josh-allen-1","['RB']","2004-10-09",5,"Maryland",30,,"Georgia Tech",17,"L",,,,,,,,7,54,7.7,0,1,-6,-6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"David Alston","david-alston-1","[]","2004-10-09",6,"Kent State",77,"@","Miami (OH)",78,"L",,,,,,,,13,26,2,0,1,9,9,0,,,,,,,,,,,,,,,,,,,,,6,84,14,0,,,,
"Danny Amendola","danny-amendola-1","['WR']","2004-10-09",6,"Texas Tech",49,,"Nebraska",34,"W",,,,,,,,,,,,1,3,3,0,,,,,,,,,,,,,,,,,,,,,1,10,10,0,4,24,6,0
"Cory Anderson","cory-anderson-1","['RB']","2004-10-09",5,"Tennessee",118,"@","Georgia",111,"W",,,,,,,,,,,,1,10,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jason Anderson","jason-anderson-1","[]","2004-10-09",6,"Wake Forest",26,,"Virginia Tech",25,"L",,,,,,,,,,,,3,26,8.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lyonel Anderson","lyonel-anderson-1","[]","2004-10-09",6,"Kansas",43,,"Kansas St.",44,"W",,,,,,,,,,,,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maurice Anderson","maurice-anderson-1","[]","2004-10-09",6,"Auburn",109,,"Louisiana Tech",54,"W",,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micah Andrews","micah-andrews-1","['RB']","2004-10-09",6,"Wake Forest",26,,"Virginia Tech",25,"L",,,,,,,,4,24,6,0,1,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
