School,Team Code,Date,G,Loc,Opponent,Team Code opp,WL,Pass Comp,Pass Att,Pass Pct,Pass Yard,Pass TD,Rush Att,Rush Yard,Rush Avg,Rush TD,Total Plays,Total Yards,Total Yards Avg,Total TD,Total Points,Point Diff
South Alabama,127,2014-09-20,3,,Georgia Southern,124,L,13,34,38.2,149,1,42,147,3.5,0,76,296,3.9,1,6,-22
South Carolina,117,2014-09-20,4,@,Vanderbilt,120,W,22,34,64.7,237,3,34,212,6.2,2,68,449,6.6,6,48,14
Southern Miss,60,2014-09-20,4,,Appalachian St.,121,W,22,36,61.1,268,1,25,61,2.4,2,61,329,5.4,3,21,1
Syracuse,23,2014-09-20,3,,Maryland,30,L,14,28,50.0,219,0,51,370,7.3,2,79,589,7.5,2,20,-14
Temple,10,2014-09-20,3,,Delaware State,174,W,16,21,76.2,179,2,40,172,4.3,3,61,351,5.8,8,59,59
Texas A&M,119,2014-09-20,4,@,SMU,8,W,24,37,64.9,395,3,31,268,8.6,4,68,663,9.8,7,58,52
Texas St.,128,2014-09-20,3,@,Illinois,27,L,29,43,67.4,336,4,52,139,2.7,1,95,475,5.0,5,35,-7
Toledo,81,2014-09-20,4,,Ball St.,72,W,13,22,59.1,152,1,47,318,6.8,4,69,470,6.8,5,34,11
Troy,129,2014-09-20,4,@,Georgia,111,L,18,33,54.5,169,0,28,47,1.7,0,61,216,3.5,0,0,-66
Tulane,11,2014-09-20,4,@,Duke,15,L,14,36,38.9,160,0,58,231,4.0,2,94,391,4.2,2,13,-34
Central Florida,1,2014-09-20,3,,Bethune-Cookman,173,W,8,13,61.5,182,2,41,169,4.1,3,54,351,6.5,5,41,34
UNLV,92,2014-09-20,4,@,Houston,5,L,16,39,41.0,146,0,39,170,4.4,2,78,316,4.1,2,14,-33
Utah,104,2014-09-20,3,@,Michigan,31,W,18,27,66.7,205,1,37,81,2.2,0,64,286,4.5,2,26,16
Utah St.,93,2014-09-20,4,@,Arkansas St.,122,L,27,47,57.4,268,2,37,145,3.9,0,84,413,4.9,2,14,-7
Vanderbilt,120,2014-09-20,4,,South Carolina,117,L,15,25,60.0,223,2,30,156,5.2,0,55,379,6.9,4,34,-14
Virginia,24,2014-09-20,4,@,BYU,66,L,35,58,60.3,327,1,44,192,4.4,2,102,519,5.1,3,33,-8
Virginia Tech,25,2014-09-20,4,,Georgia Tech,17,L,28,39,71.8,297,0,33,127,3.8,2,72,424,5.9,2,24,-3
Wake Forest,26,2014-09-20,4,,Army,65,W,25,35,71.4,238,2,30,100,3.3,1,65,338,5.2,3,24,3
Washington,105,2014-09-20,4,,Georgia St.,125,W,19,27,70.4,154,3,41,182,4.4,2,68,336,4.9,6,45,31
Washington St.,106,2014-09-20,4,,Oregon,99,L,43,63,68.3,436,4,17,63,3.7,0,80,499,6.2,4,31,-7
West Virginia,50,2014-09-20,4,,Oklahoma,45,L,25,41,61.0,376,2,40,137,3.4,2,81,513,6.3,4,33,-12
Western Michigan,82,2014-09-20,3,,Murray State,205,W,20,29,69.0,228,1,54,377,7.0,5,83,605,7.3,6,45,31
Wisconsin,40,2014-09-20,3,,Bowling Green,73,W,9,18,50.0,112,1,60,644,10.7,8,78,756,9.7,9,68,51
Wyoming,94,2014-09-20,4,,Florida Atlantic,52,W,10,23,43.5,161,0,41,173,4.2,2,64,334,5.2,2,20,1
Arizona St.,96,2014-09-25,4,,UCLA,102,L,42,69,60.9,488,3,36,138,3.8,0,105,626,6.0,3,27,-35
Oklahoma St.,46,2014-09-25,4,,Texas Tech,49,W,17,31,54.8,370,4,42,158,3.8,2,73,528,7.2,6,45,10
Texas Tech,49,2014-09-25,4,@,Oklahoma St.,46,L,37,60,61.7,394,5,30,118,3.9,0,90,512,5.7,5,35,-10
UCLA,102,2014-09-25,4,@,Arizona St.,96,W,18,23,78.3,355,4,35,225,6.4,2,58,580,10.0,8,62,35
Fresno St.,86,2014-09-26,5,@,New Mexico,89,W,28,42,66.7,321,3,45,272,6.0,2,87,593,6.8,5,35,11
Middle Tennessee,56,2014-09-26,5,@,Old Dominion,58,W,25,30,83.3,259,2,57,280,4.9,2,87,539,6.2,5,41,13
New Mexico,89,2014-09-26,4,,Fresno St.,86,L,4,8,50.0,97,1,56,280,5.0,2,64,377,5.9,3,24,-11
Old Dominion,58,2014-09-26,5,,Middle Tennessee,56,L,29,44,65.9,362,4,19,41,2.2,0,63,403,6.4,4,28,-13
Air Force,83,2014-09-27,4,,Boise St.,84,W,5,12,41.7,48,1,60,287,4.8,2,72,335,4.7,3,28,14
Akron,71,2014-09-27,4,@,Pittsburgh,22,W,17,35,48.6,213,1,36,169,4.7,2,71,382,5.4,3,21,11
Arkansas,108,2014-09-27,5,N,Texas A&M,119,L,15,27,55.6,199,1,47,285,6.1,3,74,484,6.5,4,28,-7
Army,65,2014-09-27,4,@,Yale,172,L,12,21,57.1,211,1,53,386,7.3,4,74,597,8.1,6,43,-6
Auburn,109,2014-09-27,4,,Louisiana Tech,54,W,14,22,63.6,219,4,48,254,5.3,1,70,473,6.8,6,45,28
Baylor,41,2014-09-27,4,@,Iowa St.,42,W,32,50,64.0,357,1,47,244,5.2,6,97,601,6.2,7,49,21
Boise St.,84,2014-09-27,5,@,Air Force,83,L,30,58,51.7,370,2,29,97,3.3,0,87,467,5.4,2,14,-14
Boston College,13,2014-09-27,5,,Colorado St.,85,L,12,18,66.7,169,0,49,239,4.9,3,67,408,6.1,3,21,-3
Bowling Green,73,2014-09-27,5,@,Massachusetts,68,W,38,60,63.3,443,3,48,225,4.7,3,108,668,6.2,6,47,5
Buffalo,74,2014-09-27,5,,Miami (OH),78,W,29,39,74.4,302,2,49,273,5.6,3,88,575,6.5,5,35,8
California,97,2014-09-27,4,,Colorado,98,W,23,41,56.1,449,7,30,127,4.2,1,71,576,8.1,8,59,3
Central Michigan,75,2014-09-27,5,@,Toledo,81,L,24,31,77.4,291,2,26,95,3.7,2,57,386,6.8,4,28,-14
Cincinnati,2,2014-09-27,3,@,Ohio St.,36,L,21,33,63.6,352,4,19,70,3.7,0,52,422,8.1,4,28,-22
Clemson,14,2014-09-27,4,,North Carolina,21,W,28,39,71.8,436,6,44,92,2.1,0,83,528,6.4,6,50,15
Colorado,98,2014-09-27,5,@,California,97,L,46,67,68.7,449,7,43,180,4.2,1,110,629,5.7,8,56,-3
Colorado St.,85,2014-09-27,4,@,Boston College,13,W,27,41,65.9,268,2,24,162,6.8,1,65,430,6.6,3,24,3
Connecticut,3,2014-09-27,5,,Temple,10,L,14,28,50.0,174,1,43,133,3.1,0,71,307,4.3,1,10,-26
Duke,15,2014-09-27,5,@,Miami (FL),19,L,22,51,43.1,179,0,25,85,3.4,1,76,264,3.5,1,10,-12
Florida Atlantic,52,2014-09-27,5,,UTSA,63,W,24,34,70.6,295,3,33,114,3.5,2,67,409,6.1,6,41,4
Florida Intl,53,2014-09-27,5,@,UAB,61,W,9,24,37.5,204,2,37,93,2.5,0,61,297,4.9,4,34,14
Florida St.,16,2014-09-27,4,@,NC State,20,W,26,38,68.4,365,4,33,166,5.0,4,71,531,7.5,8,56,15
Georgia,111,2014-09-27,4,,Tennessee,118,W,16,25,64.0,147,1,53,289,5.5,3,78,436,5.6,5,35,3
Idaho,133,2014-09-27,5,,South Alabama,127,L,25,40,62.5,239,1,33,30,0.9,0,73,269,3.7,1,10,-24
Illinois,27,2014-09-27,5,@,Nebraska,34,L,17,38,44.7,261,1,24,78,3.3,1,62,339,5.5,2,14,-31
Indiana,28,2014-09-27,4,,Maryland,30,L,14,37,37.8,126,0,47,206,4.4,1,84,332,4.0,1,15,-22
Iowa,29,2014-09-27,5,@,Purdue,38,W,17,37,45.9,245,1,51,175,3.4,2,88,420,4.8,3,24,14
Iowa St.,42,2014-09-27,4,,Baylor,41,L,17,39,43.6,212,2,34,127,3.7,2,73,339,4.6,4,28,-21
Kansas,43,2014-09-27,4,,Texas,48,L,12,31,38.7,140,0,51,173,3.4,0,82,313,3.8,0,0,-23
Kansas St.,44,2014-09-27,4,,UTEP,62,W,13,19,68.4,263,1,37,188,5.1,6,56,451,8.1,8,58,30
Kent State,77,2014-09-27,4,@,Virginia,24,L,17,35,48.6,246,1,33,34,1.0,0,68,280,4.1,1,13,-32
Kentucky,112,2014-09-27,4,,Vanderbilt,120,W,23,30,76.7,201,1,50,183,3.7,1,80,384,4.8,2,17,10
Louisiana Tech,54,2014-09-27,5,@,Auburn,109,L,20,35,57.1,216,0,33,105,3.2,2,68,321,4.7,2,17,-28
UL Monroe,130,2014-09-27,4,,Troy,129,W,28,43,65.1,328,2,33,29,0.9,0,76,357,4.7,2,22,2
Louisville,18,2014-09-27,5,,Wake Forest,26,W,16,32,50.0,206,0,49,215,4.4,2,81,421,5.2,2,20,10
LSU,113,2014-09-27,5,,New Mexico State,69,W,14,20,70.0,200,3,54,363,6.7,5,74,563,7.6,9,63,56
Maryland,30,2014-09-27,5,@,Indiana,28,W,22,33,66.7,361,3,36,123,3.4,1,69,484,7.0,4,37,22
Massachusetts,68,2014-09-27,5,,Bowling Green,73,L,36,61,59.0,589,5,31,49,1.6,1,92,638,6.9,6,42,-5
Memphis,6,2014-09-27,4,@,Ole Miss,116,L,13,31,41.9,81,0,31,23,0.7,0,62,104,1.7,0,3,-21
Miami (FL),19,2014-09-27,5,,Duke,15,W,20,34,58.8,223,2,41,203,5.0,1,75,426,5.7,3,22,12
Miami (OH),78,2014-09-27,5,@,Buffalo,74,L,12,38,31.6,238,3,22,133,6.0,1,60,371,6.2,4,27,-8
Michigan,31,2014-09-27,5,,Minnesota,33,L,10,25,40.0,88,0,28,83,3.0,2,53,171,3.2,2,14,-16
Michigan St.,32,2014-09-27,4,,Wyoming,94,W,16,20,80.0,195,3,52,338,6.5,5,72,533,7.4,8,56,42
Minnesota,33,2014-09-27,5,@,Michigan,31,W,14,23,60.9,167,1,47,206,4.4,1,70,373,5.3,3,30,16
Missouri,115,2014-09-27,5,@,South Carolina,117,W,12,34,35.3,132,0,36,148,4.1,3,70,280,4.0,3,21,1
Navy,7,2014-09-27,5,,Western Kentucky,64,L,3,15,20.0,55,0,52,412,7.9,4,67,467,7.0,4,27,-9
Nebraska,34,2014-09-27,5,,Illinois,27,W,10,21,47.6,166,1,70,458,6.5,5,91,624,6.9,6,45,31
Nevada,88,2014-09-27,4,@,San Jose St.,91,W,10,18,55.6,64,0,36,192,5.3,2,54,256,4.7,3,21,11
New Mexico State,69,2014-09-27,5,@,LSU,113,L,16,33,48.5,102,0,37,172,4.6,1,70,274,3.9,1,7,-56
North Carolina,21,2014-09-27,4,@,Clemson,14,L,30,49,61.2,394,4,30,84,2.8,1,79,478,6.1,5,35,-15
NC State,20,2014-09-27,5,,Florida St.,16,L,32,50,64.0,359,3,37,161,4.4,2,87,520,6.0,5,41,-15
Northwestern,35,2014-09-27,4,@,Penn State,37,W,21,37,56.8,258,0,38,103,2.7,3,75,361,4.8,4,29,23
Notre Dame,70,2014-09-27,4,N,Syracuse,23,W,32,39,82.1,362,4,41,161,3.9,0,80,523,6.5,4,31,16
Ohio,80,2014-09-27,5,,Eastern Illinois,202,W,17,31,54.8,158,0,41,229,5.6,4,72,387,5.4,4,34,15
Ohio St.,36,2014-09-27,4,,Cincinnati,2,W,26,36,72.2,330,4,65,380,5.8,2,101,710,7.0,6,50,22
Ole Miss,116,2014-09-27,4,,Memphis,6,W,22,37,59.5,248,2,42,178,4.2,1,79,426,5.4,3,24,21
Oregon St.,100,2014-09-27,4,@,USC,103,L,15,35,42.9,123,0,21,58,2.8,0,56,181,3.2,1,10,-25
Penn State,37,2014-09-27,5,,Northwestern,35,L,22,46,47.8,216,0,25,50,2.0,0,71,266,3.7,0,6,-23
Pittsburgh,22,2014-09-27,5,,Akron,71,L,20,34,58.8,220,1,40,129,3.2,0,74,349,4.7,1,10,-11
Purdue,38,2014-09-27,5,,Iowa,29,L,13,32,40.6,72,0,30,84,2.8,0,62,156,2.5,1,10,-14
Rice,59,2014-09-27,4,@,Southern Miss,60,W,14,22,63.6,178,2,48,217,4.5,3,70,395,5.6,5,41,18
Rutgers,39,2014-09-27,5,,Tulane,11,W,14,21,66.7,291,4,40,171,4.3,0,61,462,7.6,4,31,25
San Diego St.,90,2014-09-27,4,,UNLV,92,W,16,28,57.1,209,0,43,257,6.0,4,71,466,6.6,4,34,17
San Jose St.,91,2014-09-27,4,,Nevada,88,L,32,46,69.6,276,0,37,170,4.6,1,83,446,5.4,1,10,-11
SMU,8,2014-09-27,4,,TCU,47,L,16,33,48.5,156,0,45,89,2.0,0,78,245,3.1,0,0,-56
South Alabama,127,2014-09-27,4,@,Idaho,133,W,15,25,60.0,196,1,38,233,6.1,2,63,429,6.8,4,34,24
South Carolina,117,2014-09-27,5,,Missouri,115,L,21,37,56.8,219,1,42,119,2.8,1,79,338,4.3,2,20,-1
South Florida,9,2014-09-27,5,@,Wisconsin,40,L,8,19,42.1,173,0,19,72,3.8,1,38,245,6.4,1,10,-17
Southern Miss,60,2014-09-27,5,,Rice,59,L,24,46,52.2,283,2,23,40,1.7,1,69,323,4.7,3,23,-18
Stanford,101,2014-09-27,4,@,Washington,105,W,17,26,65.4,178,1,39,187,4.8,1,65,365,5.6,2,20,7
Syracuse,23,2014-09-27,4,N,Notre Dame,70,L,22,38,57.9,294,0,30,135,4.5,1,68,429,6.3,2,15,-16
Temple,10,2014-09-27,4,@,Connecticut,3,W,20,31,64.5,231,1,24,41,1.7,1,55,272,4.9,4,36,26
Tennessee,118,2014-09-27,4,@,Georgia,111,L,27,44,61.4,284,3,34,117,3.4,1,78,401,5.1,4,32,-3
Texas,48,2014-09-27,4,@,Kansas,43,W,19,34,55.9,218,2,36,111,3.1,1,70,329,4.7,3,23,23
Texas A&M,119,2014-09-27,5,N,Arkansas,108,W,21,41,51.2,386,4,27,137,5.1,1,68,523,7.7,5,35,7
TCU,47,2014-09-27,3,@,SMU,8,W,28,43,65.1,349,5,38,265,7.0,3,81,614,7.6,8,56,56
Texas St.,128,2014-09-27,4,@,Tulsa,12,W,21,31,67.7,228,2,49,181,3.7,3,80,409,5.1,5,37,3
Toledo,81,2014-09-27,5,,Central Michigan,75,W,23,34,67.6,339,2,38,204,5.4,3,72,543,7.5,5,42,14
Troy,129,2014-09-27,5,@,UL Monroe,130,L,23,34,67.6,270,3,32,81,2.5,0,66,351,5.3,3,20,-2
Tulane,11,2014-09-27,5,@,Rutgers,39,L,18,29,62.1,152,0,31,152,4.9,1,60,304,5.1,1,6,-25
Tulsa,12,2014-09-27,4,,Texas St.,128,L,23,40,57.5,234,2,56,200,3.6,2,96,434,4.5,4,34,-3
UAB,61,2014-09-27,4,,Florida Intl,53,L,18,35,51.4,196,1,47,184,3.9,2,82,380,4.6,3,20,-14
UNLV,92,2014-09-27,5,@,San Diego St.,90,L,18,33,54.5,346,1,38,109,2.9,1,71,455,6.4,2,17,-17
USC,103,2014-09-27,4,,Oregon St.,100,W,24,33,72.7,261,2,48,200,4.2,2,81,461,5.7,5,35,25
Utah,104,2014-09-27,4,,Washington St.,106,L,18,40,45.0,165,0,40,192,4.8,1,80,357,4.5,3,27,-1
UTEP,62,2014-09-27,4,@,Kansas St.,44,L,18,28,64.3,201,4,31,59,1.9,0,59,260,4.4,4,28,-30
UTSA,63,2014-09-27,4,@,Florida Atlantic,52,L,20,39,51.3,272,1,40,140,3.5,3,79,412,5.2,4,37,-4
Vanderbilt,120,2014-09-27,5,@,Kentucky,112,L,8,25,32.0,85,0,22,54,2.5,0,47,139,3.0,1,7,-10
Virginia,24,2014-09-27,5,,Kent State,77,W,19,32,59.4,266,2,45,254,5.6,3,77,520,6.8,6,45,32
Virginia Tech,25,2014-09-27,5,,Western Michigan,82,W,14,32,43.8,178,2,47,308,6.6,1,79,486,6.2,4,35,18
Wake Forest,26,2014-09-27,5,@,Louisville,18,L,19,34,55.9,122,0,23,-22,-1.0,0,57,100,1.8,1,10,-10
Washington,105,2014-09-27,5,,Stanford,101,L,15,30,50.0,98,1,38,81,2.1,0,68,179,2.6,2,13,-7
Washington St.,106,2014-09-27,5,@,Utah,104,W,39,61,63.9,417,4,25,78,3.1,0,86,495,5.8,4,28,1
Western Kentucky,64,2014-09-27,4,@,Navy,7,W,38,54,70.4,387,2,34,164,4.8,1,88,551,6.3,4,36,9
Western Michigan,82,2014-09-27,4,@,Virginia Tech,25,L,18,33,54.5,212,0,24,19,0.8,2,57,231,4.1,2,17,-18
Wisconsin,40,2014-09-27,4,,South Florida,9,W,11,18,61.1,160,1,57,294,5.2,2,75,454,6.1,3,27,17
Wyoming,94,2014-09-27,5,@,Michigan St.,32,L,16,24,66.7,188,1,27,98,3.6,1,51,286,5.6,2,14,-42
Arizona,95,2014-10-02,5,@,Oregon,99,W,20,31,64.5,287,1,55,208,3.8,3,86,495,5.8,4,31,7
Florida Atlantic,52,2014-10-02,6,@,Florida Intl,53,L,19,42,45.2,225,0,30,158,5.3,1,72,383,5.3,1,10,-28
Florida Intl,53,2014-10-02,6,,Florida Atlantic,52,W,18,29,62.1,160,0,41,185,4.5,4,70,345,4.9,5,38,28
Houston,5,2014-10-02,5,,Central Florida,1,L,22,43,51.2,214,0,33,117,3.5,0,76,331,4.4,0,12,-5
Oregon,99,2014-10-02,5,,Arizona,95,L,21,33,63.6,302,3,41,144,3.5,0,74,446,6.0,3,24,-7
Central Florida,1,2014-10-02,4,@,Houston,5,W,6,18,33.3,101,2,37,127,3.4,0,55,228,4.1,2,17,5
BYU,66,2014-10-03,5,,Utah St.,93,L,18,40,45.0,271,1,34,154,4.5,1,74,425,5.7,2,20,-15
Fresno St.,86,2014-10-03,6,,San Diego St.,90,W,14,28,50.0,143,0,43,172,4.0,3,71,315,4.4,3,24,11
Louisville,18,2014-10-03,6,@,Syracuse,23,W,12,22,54.5,174,1,48,178,3.7,2,70,352,5.0,3,28,22
San Diego St.,90,2014-10-03,5,@,Fresno St.,86,L,9,24,37.5,84,1,45,186,4.1,0,69,270,3.9,1,13,-11
Syracuse,23,2014-10-03,5,,Louisville,18,L,17,37,45.9,201,0,26,44,1.7,0,63,245,3.9,0,6,-22
Utah St.,93,2014-10-03,5,@,BYU,66,W,19,25,76.0,321,3,46,136,3.0,2,71,457,6.4,5,35,15
Air Force,83,2014-10-04,5,,Navy,7,W,12,17,70.6,166,4,48,198,4.1,0,65,364,5.6,4,30,9
Akron,71,2014-10-04,5,,Eastern Michigan,76,W,33,50,66.0,355,2,31,197,6.4,2,81,552,6.8,4,31,25
Alabama,107,2014-10-04,5,@,Ole Miss,116,L,19,31,61.3,228,0,44,168,3.8,1,75,396,5.3,2,17,-6
Appalachian St.,121,2014-10-04,5,,South Alabama,127,L,20,36,55.6,191,3,38,203,5.3,0,74,394,5.3,3,21,-26
Arizona St.,96,2014-10-04,5,@,USC,103,W,27,46,58.7,510,5,22,31,1.4,0,68,541,8.0,5,38,4
Arkansas St.,122,2014-10-04,5,,UL Monroe,130,W,21,36,58.3,284,1,51,288,5.6,3,87,572,6.6,4,28,14
Army,65,2014-10-04,5,,Ball St.,72,W,2,5,40.0,48,0,69,425,6.2,4,74,473,6.4,4,33,9
Auburn,109,2014-10-04,5,,LSU,113,W,17,25,68.0,268,2,49,298,6.1,3,74,566,7.6,5,41,34
Ball St.,72,2014-10-04,5,@,Army,65,L,18,26,69.2,173,1,25,157,6.3,2,51,330,6.5,3,24,-9
Baylor,41,2014-10-04,5,@,Texas,48,W,7,22,31.8,111,2,60,278,4.6,1,82,389,4.7,4,28,21
Boise St.,84,2014-10-04,6,@,Nevada,88,W,26,31,83.9,346,2,48,224,4.7,4,79,570,7.2,7,51,5
Bowling Green,73,2014-10-04,6,,Buffalo,74,W,20,39,51.3,321,1,37,187,5.1,3,76,508,6.7,4,36,1
Buffalo,74,2014-10-04,6,@,Bowling Green,73,L,16,24,66.7,134,1,47,234,5.0,4,71,368,5.2,5,35,-1
California,97,2014-10-04,5,@,Washington St.,106,W,37,53,69.8,527,5,18,62,3.4,1,71,589,8.3,9,60,1
Central Michigan,75,2014-10-04,6,,Ohio,80,W,17,27,63.0,233,2,52,234,4.5,2,79,467,5.9,4,28,18
Cincinnati,2,2014-10-04,4,N,Memphis,6,L,16,40,40.0,255,1,25,97,3.9,1,65,352,5.4,2,14,-27
Clemson,14,2014-10-04,5,,NC State,20,W,17,30,56.7,267,2,50,226,4.5,2,80,493,6.2,5,41,41
Colorado,98,2014-10-04,6,,Oregon St.,100,L,32,49,65.3,308,2,28,123,4.4,2,77,431,5.6,4,31,-5
Colorado St.,85,2014-10-04,5,,Tulsa,12,W,16,26,61.5,298,4,31,234,7.5,2,57,532,9.3,6,42,25
East Carolina,4,2014-10-04,5,,SMU,8,W,31,41,75.6,410,4,33,171,5.2,2,74,581,7.9,6,45,21
Eastern Michigan,76,2014-10-04,5,@,Akron,71,L,17,30,56.7,185,1,37,94,2.5,0,67,279,4.2,1,6,-25
Florida,110,2014-10-04,5,@,Tennessee,118,W,13,27,48.1,76,0,48,156,3.3,1,75,232,3.1,1,10,1
Florida St.,16,2014-10-04,5,,Wake Forest,26,W,24,41,58.5,304,1,33,171,5.2,2,74,475,6.4,4,43,40
Georgia,111,2014-10-04,5,,Vanderbilt,120,W,14,22,63.6,202,2,35,243,6.9,3,57,445,7.8,6,44,27
Georgia Southern,124,2014-10-04,6,@,New Mexico State,69,W,3,13,23.1,18,0,61,405,6.6,4,74,423,5.7,4,36,8
Georgia St.,125,2014-10-04,5,@,Louisiana,126,L,20,31,64.5,287,0,37,138,3.7,4,68,425,6.3,4,31,-3
Georgia Tech,17,2014-10-04,5,,Miami (FL),19,W,4,7,57.1,53,0,65,318,4.9,4,72,371,5.2,4,28,11
Hawaii,87,2014-10-04,5,@,Rice,59,L,12,27,44.4,117,2,45,144,3.2,0,72,261,3.6,2,14,-14
Idaho,133,2014-10-04,6,@,Texas St.,128,L,33,52,63.5,347,0,53,176,3.3,4,105,523,5.0,4,30,-5
Illinois,27,2014-10-04,6,,Purdue,38,L,36,53,67.9,450,2,25,65,2.6,2,78,515,6.6,4,27,-11
Indiana,28,2014-10-04,5,,North Texas,57,W,23,29,79.3,230,3,44,363,8.3,4,73,593,8.1,7,49,25
Iowa St.,42,2014-10-04,5,@,Oklahoma St.,46,L,17,39,43.6,200,2,33,122,3.7,0,72,322,4.5,2,20,-17
Kansas,43,2014-10-04,5,@,West Virginia,50,L,13,28,46.4,111,0,34,65,1.9,1,62,176,2.8,2,14,-19
Kansas St.,44,2014-10-04,5,,Texas Tech,49,W,24,31,77.4,290,4,50,245,4.9,2,81,535,6.6,6,45,32
Kent State,77,2014-10-04,5,@,Northern Illinois,79,L,20,38,52.6,244,0,37,83,2.2,1,75,327,4.4,1,14,-3
Kentucky,112,2014-10-04,5,,South Carolina,117,W,20,30,66.7,208,1,36,239,6.6,4,66,447,6.8,6,45,7
Louisiana,126,2014-10-04,5,,Georgia St.,125,W,24,31,77.4,266,2,32,195,6.1,3,63,461,7.3,5,34,3
Louisiana Tech,54,2014-10-04,6,,UTEP,62,W,7,17,41.2,187,3,43,256,6.0,3,60,443,7.4,7,55,52
UL Monroe,130,2014-10-04,5,@,Arkansas St.,122,L,27,47,57.4,276,2,25,72,2.9,0,72,348,4.8,2,14,-14
LSU,113,2014-10-04,6,@,Auburn,109,L,8,24,33.3,142,0,36,138,3.8,1,60,280,4.7,1,7,-34
Marshall,55,2014-10-04,5,@,Old Dominion,58,W,21,27,77.8,237,2,50,354,7.1,5,77,591,7.7,8,56,42
Maryland,30,2014-10-04,6,,Ohio St.,36,L,24,40,60.0,244,1,24,66,2.8,2,64,310,4.8,3,24,-28
Massachusetts,68,2014-10-04,6,@,Miami (OH),78,L,35,62,56.5,389,4,34,165,4.9,1,96,554,5.8,6,41,-1
Memphis,6,2014-10-04,5,N,Cincinnati,2,W,18,25,72.0,311,2,69,299,4.3,3,94,610,6.5,5,41,27
Miami (FL),19,2014-10-04,6,@,Georgia Tech,17,L,16,25,64.0,245,1,19,107,5.6,1,44,352,8.0,2,17,-11
Miami (OH),78,2014-10-04,6,,Massachusetts,68,W,32,58,55.2,437,4,27,120,4.4,2,85,557,6.6,6,42,1
Michigan,31,2014-10-04,6,@,Rutgers,39,L,13,22,59.1,178,0,35,158,4.5,3,57,336,5.9,3,24,-2
Michigan St.,32,2014-10-04,5,,Nebraska,34,W,11,29,37.9,234,1,44,188,4.3,2,73,422,5.8,3,27,5
Middle Tennessee,56,2014-10-04,6,,Southern Miss,60,W,22,27,81.5,344,2,39,239,6.1,3,66,583,8.8,5,37,6
Mississippi St.,114,2014-10-04,5,,Texas A&M,119,W,21,27,77.8,279,2,50,280,5.6,5,77,559,7.3,7,48,17
Navy,7,2014-10-04,6,@,Air Force,83,L,8,16,50.0,142,1,55,251,4.6,2,71,393,5.5,3,21,-9
Nebraska,34,2014-10-04,6,@,Michigan St.,32,L,21,45,46.7,282,0,37,47,1.3,2,82,329,4.0,3,22,-5
Nevada,88,2014-10-04,5,,Boise St.,84,L,23,43,53.5,306,3,30,156,5.2,2,73,462,6.3,6,46,-5
New Mexico,89,2014-10-04,5,@,UTSA,63,W,9,14,64.3,87,0,48,283,5.9,3,62,370,6.0,3,21,12
New Mexico State,69,2014-10-04,6,,Georgia Southern,124,L,35,50,70.0,334,0,42,183,4.4,4,92,517,5.6,4,28,-8
North Carolina,21,2014-10-04,5,,Virginia Tech,25,L,18,37,48.6,198,1,29,125,4.3,1,66,323,4.9,2,17,-17
NC State,20,2014-10-04,6,@,Clemson,14,L,4,19,21.1,35,0,38,119,3.1,0,57,154,2.7,0,0,-41
North Texas,57,2014-10-04,5,@,Indiana,28,L,18,34,52.9,205,3,35,143,4.1,0,69,348,5.0,3,24,-25
Northern Illinois,79,2014-10-04,5,,Kent State,77,W,15,25,60.0,198,0,39,181,4.6,2,64,379,5.9,2,17,3
Northwestern,35,2014-10-04,5,,Wisconsin,40,W,15,29,51.7,182,1,46,203,4.4,1,75,385,5.1,2,20,6
Notre Dame,70,2014-10-04,5,,Stanford,101,W,20,43,46.5,241,2,32,129,4.0,0,75,370,4.9,2,17,3
Ohio,80,2014-10-04,6,@,Central Michigan,75,L,7,21,33.3,98,0,23,89,3.9,1,44,187,4.3,1,10,-18
Ohio St.,36,2014-10-04,5,@,Maryland,30,W,19,24,79.2,264,4,53,269,5.1,2,77,533,6.9,7,52,28
Oklahoma,45,2014-10-04,5,@,TCU,47,L,14,36,38.9,309,1,42,152,3.6,3,78,461,5.9,4,33,-4
Oklahoma St.,46,2014-10-04,5,,Iowa St.,42,W,26,41,63.4,271,1,42,129,3.1,2,83,400,4.8,4,37,17
Old Dominion,58,2014-10-04,6,,Marshall,55,L,10,25,40.0,85,1,42,201,4.8,1,67,286,4.3,2,14,-42
Ole Miss,116,2014-10-04,5,,Alabama,107,W,18,31,58.1,251,3,32,76,2.4,0,63,327,5.2,3,23,6
Oregon St.,100,2014-10-04,5,@,Colorado,98,W,27,37,73.0,278,1,32,167,5.2,3,69,445,6.4,4,36,5
Pittsburgh,22,2014-10-04,6,@,Virginia,24,L,16,30,53.3,195,2,35,116,3.3,0,65,311,4.8,2,19,-5
Purdue,38,2014-10-04,6,@,Illinois,27,W,15,20,75.0,202,1,45,349,7.8,4,65,551,8.5,5,38,11
Rice,59,2014-10-04,5,,Hawaii,87,W,10,23,43.5,248,2,44,143,3.3,2,67,391,5.8,4,28,14
Rutgers,39,2014-10-04,6,,Michigan,31,W,23,40,57.5,402,3,30,74,2.5,0,70,476,6.8,3,26,2
San Jose St.,91,2014-10-04,5,,UNLV,92,W,20,30,66.7,265,1,56,277,4.9,2,86,542,6.3,3,33,23
SMU,8,2014-10-04,5,@,East Carolina,4,L,42,67,62.7,339,2,18,51,2.8,1,85,390,4.6,3,24,-21
